key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
149,"Transpose","Swaps <Color(-34022)>Astral Fire</Color> with a single <Color(-34022)>Umbral Ice</Color>, or <Color(-34022)>Umbral Ice</Color> with a single <Color(-34022)>Astral Fire</Color>.",824,4,0,0,425,1875,0,7,4,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,120,2,0,0,0,0,False,False,0,1,55,0
150,"Swiftcast","Next spell is cast immediately.
<Color(52258)>Duration:</Color> 10s",819,4,0,0,427,1875,0,7,26,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1800,3,0,0,0,0,False,False,0,1,54,0
151,"Lethargy","Induces Slow and Heavy +20%.  <Color(52258)>Duration:</Color> 12s",821,4,0,0,428,1875,0,7,42,25,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,300,4,5,4,0,0,False,False,0,1,55,0
152,"Fire III","Deals fire damage with a potency of 200.
<Color(52258)>Additional Effect:</Color> Grants <Color(-34022)>Astral Fire III</Color> or removes <Color(-34022)>Umbral Ice</Color>  <Color(52258)>Duration:</Color> 10s",813,2,106,79,483,1905,0,7,34,25,False,False,False,True,False,False,False,False,True,True,0,True,3,20,0,0,0,False,35,25,58,5,1,165,0,True,False,0,1,55,0
153,"Thunder III","Deals lightning damage with a potency of 60.
<Color(52258)>Additional Effect:</Color> Lightning damage over time
<Color(52258)>Potency:</Color> 40  <Color(52258)>Duration:</Color> 18s<If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),7))>
<Color(52258)>Additional Effect:</Color> 5% chance after each tick that next Thunder, Thunder II, or Thunder III will add its full DoT damage to its base damage, have no casting time, and cost no MP
<Color(52258)>Duration:</Color> 12s<Else/><If(Equal(PlayerParameter(68),25))>
<Color(52258)>Additional Effect:</Color> 5% chance after each tick that next Thunder, Thunder II, or Thunder III will add its full DoT damage to its base damage, have no casting time, and cost no MP
<Color(52258)>Duration:</Color> 12s<Else/></If></If><Else/></If>",815,2,106,83,484,1875,0,7,46,25,False,False,False,True,False,False,False,False,True,True,0,True,3,16,0,0,0,False,35,25,58,5,5,164,0,True,False,0,1,55,0
154,"Blizzard III","Deals ice damage with a potency of 200.
<Color(52258)>Additional Effect:</Color> Grants <Color(-34022)>Umbral Ice III</Color> or removes <Color(-34022)>Astral Fire</Color>  <Color(52258)>Duration:</Color> 10s",823,2,106,80,486,1875,0,7,38,25,False,False,False,True,False,False,False,False,True,True,0,True,3,12,0,0,0,False,35,25,58,5,2,0,0,True,False,0,1,55,0
155,"Aetherial Manipulation","Instantly teleport to a target party member's side.
Unable to cast if bound.",825,4,0,0,431,1875,0,7,50,25,False,True,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1800,5,0,0,0,0,False,True,0,1,55,0
156,"Scathe","Deals elementally neutral damage with a potency of 100.<If(GreaterThanOrEqualTo(PlayerParameter(72),24))><If(Equal(PlayerParameter(68),7))>
<Color(52258)>Additional Effect:</Color>20% chance potency will double.<Else/><If(Equal(PlayerParameter(68),25))>
<Color(52258)>Additional Effect:</Color>20% chance potency will double.<Else/></If></If><Else/></If>",817,2,106,85,478,1875,0,7,15,25,False,False,False,True,False,False,False,False,True,True,0,True,3,8,0,0,0,False,0,25,58,5,7,0,0,True,False,78,1,55,0
157,"Manaward","Creates a barrier that nullifies magic damage totalling up to <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),7))>30<Else/><If(Equal(PlayerParameter(68),25))>30<Else/>15</If></If><Else/>15</If>% of your maximum HP.
<Color(52258)>Duration:</Color> 20s",820,4,106,90,481,1875,0,7,30,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1200,6,0,0,0,0,True,False,79,1,55,0
158,"Convert","Sacrifices 20% of your maximum HP to restore 30% of your MP. Cannot be executed when current HP is lower than 20%.",2601,4,0,0,426,1875,0,25,30,0,True,False,False,False,False,False,False,False,True,True,0,False,1,20,0,0,0,True,0,1800,7,0,0,0,0,False,False,61,1,26,0
159,"Freeze","Covers a designated area in ice, dealing ice damage with a potency of 20 and binding any targets that enter.
<Color(52258)>Duration:</Color> 15s
<Color(52258)>Additional Effect:</Color> Grants <Color(-34022)>Umbral Ice</Color> or removes <Color(-34022)>Astral Fire</Color>  <Color(52258)>Duration:</Color> 10s",2605,2,94,80,482,1906,0,25,35,25,False,False,False,False,False,False,True,False,True,True,5,True,3,20,0,0,0,False,35,25,58,5,2,0,0,True,False,62,1,26,0
160,"Apocatastasis","Increases a Disciple of War or Magic party member's resistance to fire, ice, and lightning by 30%.  <Color(52258)>Duration:</Color> 12s
Connot be reused on an individual for 60 seconds from when the effect wears off. Cannot be cast on self.",2606,4,0,0,429,1875,0,25,40,30,False,True,False,False,False,False,False,False,True,False,0,False,0,0,0,0,0,True,0,1200,8,0,0,0,0,False,False,63,1,26,0
161,"Manawall","Creates a barrier that nullifies two physical attacks.
<Color(52258)>Duration:</Color> 60s",2607,4,0,0,485,1875,0,25,45,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,True,False,64,1,26,0
162,"Flare","Deals fire damage with a potency of 260 to a target and enemies near it.
<Color(52258)>Additional Effect:</Color> Grants <Color(-34022)>Astral Fire III</Color> or removes <Color(-34022)>Umbral Ice</Color>  <Color(52258)>Duration:</Color> 10s",2604,2,94,85,487,1875,0,25,50,25,False,False,False,True,False,False,False,False,True,True,5,True,4,10,0,0,0,False,40,25,58,5,1,0,0,True,False,65,1,26,0
163,"Ruin","Deals magic damage with a potency of 100.",1901,2,100,85,495,1875,0,26,1,25,False,False,False,True,False,False,False,False,True,True,0,True,3,8,0,0,0,False,25,25,58,5,7,0,0,True,False,0,1,118,0
164,"Bio","Deals magic damage over time.
<Color(52258)>Potency:</Color> 10  <Color(52258)>Duration:</Color> 30s",1902,2,100,85,496,1875,0,26,2,25,False,False,False,True,False,False,False,False,True,True,0,True,3,10,0,0,0,False,0,25,58,5,7,0,0,True,False,0,1,118,0
165,"Emerald Carbuncle","ソーサラータイプのペットを召喚する。
学者の場合はヒーラータイプのペットを召喚する。",1915,2,187,92,189,1875,0,26,4,0,True,False,False,False,False,False,False,False,True,True,0,False,3,20,0,0,0,False,60,25,58,0,0,0,0,True,False,0,1,114,0
166,"Miasma","自身のＭＰを最大ＭＰの20％分回復する。",703,4,0,0,426,1875,0,26,6,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,600,1,0,0,0,0,False,False,0,1,114,0
167,"Sustain","対象に無属性魔法攻撃。　威力：150
追加効果：与ダメージの50％分のＨＰを吸収する。
発動条件：チャージ1",703,4,0,0,473,1875,0,26,8,25,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,50,2,5,7,0,0,False,False,0,1,114,0
168,"ミアズマ","対象に無属性魔法攻撃。　威力：20
追加効果：対象に無属性の継続ダメージを付与する
威力：20　効果時間：30秒
追加効果：対象に20％ヘヴィと受けるヒールの回復量を半減させる病気を付与する　効果時間：30秒",1903,2,100,85,499,1875,0,26,10,25,False,False,False,True,False,False,False,False,True,True,0,True,3,12,0,0,0,False,25,25,58,5,7,0,0,True,False,0,1,114,0
169,"（仮称）ステータスＤｅｂｕｆｆ","対象のＳＴＲとＤＥＸを20％減少させる。　効果時間：15秒
（特性でINT＆MNDを追加）",703,4,0,0,428,1875,0,26,12,25,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,900,3,5,7,0,0,False,False,0,1,117,0
170,"Miasma II","タンクタイプのペットを召喚する。
学者の場合はサポートタイプのペットを召喚する。",1916,2,187,93,189,1875,0,26,15,0,True,False,False,False,False,False,False,False,True,True,5,False,3,20,0,0,0,False,60,25,58,0,0,0,0,True,False,0,1,114,0
171,"サステイン","自身の最大ＨＰの15％分のＨＰを消費し、召喚中のペットのＨＰを5％ずつ継続回復する。
効果時間：15秒
発動条件：ペットが存在しており、かつ自身の現在ＨＰが最大ＨＰの15％分のＨＰ以上あるとき",703,2,100,87,500,1875,0,26,18,30,True,False,False,False,False,False,False,False,True,False,0,False,1,20,11,0,0,False,20,25,58,5,7,0,0,True,False,0,1,114,0
172,"Ruin II","対象に無属性魔法攻撃。　威力：160",703,2,100,85,473,1875,0,26,22,25,False,False,False,True,False,False,False,False,True,True,0,True,3,8,0,0,0,False,30,25,58,5,7,0,0,True,False,0,1,114,0
173,"Bio II","対象を衰弱状態で蘇生する。",1910,2,100,87,454,1875,0,26,26,30,False,True,True,False,True,False,False,True,True,False,0,False,3,30,0,0,0,False,80,25,58,5,7,0,0,True,False,0,1,114,0
174,"Ressurection","対象に付与したバイオ、バイオガ、ミアズマを周囲に拡散させる。
効果時間：拡散した時点でのそれぞれの時間
自身が対象にバイオ、バイオガ、ミアズマを付与していない場合は効果無し。
追加効果（発動確率15％）：バイオ、バイオガ、ミアズマの効果時間を、本来の効果時間にして拡散する。",1909,4,0,0,508,1913,0,26,30,25,False,False,False,True,False,False,False,False,True,True,5,True,0,0,0,0,0,True,0,100,4,5,7,0,0,False,False,0,1,114,0
175,"（仮称）リアクションProc：与ダメージDebuff","パーティメンバーひとりを対象として、反撃バリアを貼る。
効果時間：30秒
反撃バリア効果（被物理攻撃時、発動確率20％）：実行者の与ダメージを10％減少させる。
効果時間：20秒
自分にかけることはできない。",703,4,0,0,429,1875,0,26,34,25,False,True,False,False,False,False,False,False,True,False,0,False,0,0,0,0,0,True,0,1800,5,0,0,0,0,False,False,0,1,117,0
176,"Rouse","一定時間、自身のペットの物理攻撃力、攻撃魔法威力、回復魔法威力をを20％上昇させる。
効果時間中、ペットはスタン、睡眠、バインド、ヘヴィ、病気の効果を受け付けない。
効果時間：20秒
発動条件：ペットがいる",703,4,0,0,410,1875,0,26,38,25,True,False,False,False,False,False,False,False,True,False,0,False,0,0,11,0,0,True,0,900,6,5,7,0,0,False,False,0,1,114,0
177,"ミアズラ","周囲の敵に無属性魔法攻撃。　威力：20
追加効果：対象に無属性の継続ダメージを付与する
威力：10　効果時間：15秒
追加効果：対象に20％ヘヴィと受けるヒールの回復量を半減させる病気を付与する　効果時間：15秒",1907,2,100,85,504,1912,0,26,42,25,True,False,False,False,False,False,False,False,True,True,5,True,3,15,0,0,0,False,0,25,58,5,7,0,0,True,False,0,1,114,0
178,"Diamond Carbuncle","対象に無属性魔法攻撃。　威力：60
追加効果：対象に無属性の継続ダメージを付与する
威力：40　効果時間：60秒
追加効果：対象の被クリティカル率を5％上昇させる。",1910,2,100,85,509,1875,0,26,46,25,False,False,False,True,False,False,False,False,True,True,0,True,3,14,0,0,0,False,25,25,58,5,7,0,0,True,False,0,1,114,0
179,"Bane","指定した地面を中心にダメージエリアを生成する。
範囲内に入った対象にダメージを与える。
威力：50　効果時間：30秒
追加効果：暗闇　効果時間：20秒",703,2,100,85,416,1875,0,26,50,25,False,False,False,False,False,False,True,False,True,True,5,False,3,20,0,0,0,False,35,25,58,5,7,0,0,True,False,0,1,114,0
180,"サモン：赤ペット","ファイタータイプのペットを召喚する。",2704,2,187,91,189,1875,0,27,30,0,True,False,False,False,False,False,False,False,True,True,0,False,3,20,0,0,0,False,60,25,58,0,0,0,0,True,False,0,1,28,0
181,"ミアズマバースト","自身が対象に付与したバイオ、バイオガ、ミアズマの数に応じてダメージを与える。
継続ダメージ数1つにつき：威力：60
自身が対象にバイオ、バイオガ、ミアズマを付与していない場合は効果無し。
発動条件：チャージ1",2705,4,0,0,473,1875,0,27,35,25,False,False,False,True,False,False,False,False,True,True,0,True,0,0,0,0,0,True,0,100,7,5,7,0,0,False,False,0,1,28,0
182,"Succor","対象とその周囲の敵に範囲魔法攻撃。　威力：150
追加効果：全魔法属性を10％減少させる　20秒
発動条件：チャージ1",703,4,0,0,479,1875,0,27,40,25,False,False,False,True,False,False,False,False,True,True,5,True,0,0,0,0,0,True,0,100,8,5,7,0,0,True,False,0,1,28,0
183,"Fester","一定時間、ペットの攻撃速度を25％上昇させる。
効果時間：20秒
発動条件：ペットが存在している",703,4,0,0,410,1875,0,27,45,30,True,False,False,False,False,False,False,False,True,False,0,False,0,0,11,0,0,True,0,1200,9,0,0,0,0,False,False,0,1,28,0
184,"Proto Ifrit","現在召喚しているペットに履行技を実行させる。
発動条件：召喚士のペットが存在する",703,4,0,0,436,1875,0,27,50,30,True,False,False,False,False,False,False,False,True,False,0,False,0,0,11,0,0,True,0,4200,10,0,0,0,0,False,False,0,1,28,0
185,"Succor II","対象のＨＰを回復する。　回復力：250
対象に、回復した量の50％分のダメージを吸収するシールドを付与する。
効果時間：30秒
追加効果（クリティカル時）：シールドの吸収量が回復量と同じになる",703,2,110,87,464,1875,0,28,30,30,True,True,True,False,True,False,False,False,True,False,0,False,3,10,0,0,0,False,20,25,58,5,7,0,0,True,False,0,1,29,0
186,"Enkindle","パーティーメンバーのＨＰを回復する。　回復力：150
パーティーメンバーに、回復した量の50％分のダメージを吸収するシールドを付与する。
効果時間：30秒",703,2,110,87,452,1875,0,28,35,0,True,False,False,False,False,False,False,False,True,False,15,False,3,12,0,0,0,False,25,25,58,5,7,0,0,True,False,0,1,29,0
187,"Lustrate","対象にかかった一部の弱体効果を1つ解除する。",703,2,110,88,455,1875,0,28,40,30,True,True,True,False,True,False,False,False,True,False,0,False,3,7,0,0,0,False,25,25,58,5,7,0,0,True,False,0,1,29,0
188,"Sacred Soil","指定した地面を中心として被ダメージを軽減するシールドを生成する。
効果時間中、範囲内にいるパーティメンバーの被ダメージを20％軽減する。
効果時間：15秒
追加効果（発動確率20％）：次に詠唱する士気高揚の策の消費ＭＰを0にする　効果時間：15秒
発動条件：チャージ1",703,4,0,0,416,1875,0,28,45,30,False,False,False,False,False,False,True,False,True,True,8,False,0,0,0,0,0,True,0,150,11,5,7,0,0,False,False,0,1,29,0
189,"Leeches","対象のＨＰを、最大ＨＰの25％分回復する。
発動条件：チャージ1",703,4,0,0,422,1875,0,28,50,30,True,True,True,False,True,False,False,False,True,False,0,False,0,0,0,0,0,True,0,150,12,0,0,0,0,False,False,0,1,29,0
190,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
191,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
192,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,5,7,0,0,False,False,0,0,0,0
193,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,-1,7,0,0,False,False,0,0,0,0
194,"Chameleon","Increases all elemental resistances by 10%.
<Color(52258)>Duration</Color> 12s",605,4,0,0,414,1875,0,-1,0,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,True,0,1800,0,0,0,0,0,False,False,0,1,50,0
195,"Farshot","Delivers an attack with a potency of 120.
<Color(52258)>Additional Effect:</Color> 10% chance that next Farshot will not use any TP
<Color(52258)>Duration:</Color> 15s",621,3,0,0,365,1875,0,-1,0,30,False,False,False,True,False,False,False,False,True,True,0,True,5,180,0,0,0,False,0,25,58,-1,7,126,0,False,False,0,2,50,0
196,"反撃効果","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,-1,7,0,0,False,False,0,0,0,0
197,"Shield Wall","Reduces damage taken by all party members by 10%.
<Color(52258)>Duration:</Color> 10s",103,9,2232,186,2240,1877,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,0,0,0,8,7,0,0,False,False,0,0,1,0
198,"Mighty Guard","Reduces damage taken by all party members by 20%.
<Color(52258)>Duration:</Color> 15s",103,9,2232,186,2241,1878,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,0,0,0,8,7,0,0,False,False,0,0,1,0
199,"Last Bastion","Reduces damage taken by all party members by 50%.
<Color(52258)>Duration:</Color> 12s",103,9,2232,186,2242,1879,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,0,0,0,8,7,0,0,False,False,0,0,1,0
200,"Braver","Delivers an attack with a potency of 2,300.",103,9,2234,187,2243,1875,0,0,0,8,False,False,False,True,False,False,False,False,True,True,0,True,11,0,0,0,0,False,20,0,0,8,7,0,0,False,False,0,0,1,0
201,"Bladedance","Delivers an attack with a potency of 5,000.",103,9,2234,187,2244,1875,0,0,0,8,False,False,False,True,False,False,False,False,True,True,0,True,11,0,0,0,0,False,30,0,0,8,7,0,0,False,False,0,0,1,0
202,"Final Heaven","Delivers an attack with a potency of 9,000.",103,9,2246,190,2245,1875,0,0,0,8,False,False,False,True,False,False,False,False,True,True,0,True,11,0,0,0,0,False,45,0,0,8,7,0,0,False,False,0,0,1,0
203,"Skyshard","Deals elementally neutral damage with a potency of 1,400 to all enemies near point of impact.",103,9,2238,189,2251,1883,0,0,0,25,False,False,False,False,False,False,True,False,True,True,8,True,11,0,0,0,0,False,20,0,0,8,7,0,0,False,False,0,0,1,0
204,"Starstorm","Deals elementally neutral damage with a potency of 3,000 to all enemies near point of impact.",103,9,2238,189,2252,1884,0,0,0,25,False,False,False,False,False,False,True,False,True,True,10,True,11,0,0,0,0,False,30,0,0,8,7,0,0,False,False,0,0,1,0
205,"Meteor","Deals elementally neutral damage with a potency of 5,400 to all enemies near point of impact.",103,9,2238,189,2253,1885,0,0,0,25,False,False,False,False,False,False,True,False,True,True,15,True,11,0,0,0,0,False,45,0,0,8,7,0,0,False,False,0,0,1,0
206,"Healing Wind","Restores 25% of own HP and the HP of all nearby party members.",103,9,2236,188,2248,1880,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,20,0,0,8,7,0,0,False,False,0,0,1,0
207,"Breath of the Earth","Restores 60% of own HP and the HP of all nearby party members.",103,9,2236,188,2249,1881,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,20,0,0,8,7,0,0,False,False,0,0,1,0
208,"Pulse of Life","Restores 100% of own HP and the HP of all nearby party members, including ones KO'd.",103,9,2236,188,2250,1882,0,0,0,0,True,False,False,False,False,False,False,False,True,True,30,False,11,0,0,0,0,False,20,0,0,8,7,0,0,False,False,0,0,1,0
209,"Limit Break","リミットブレイク用ヘルプ。",703,0,0,0,0,1875,0,-1,0,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
210,"Triangulate","Survey the landscape to locate mature trees and lush vegetation.<If(Equal(PlayerParameter(68),17))><If(GreaterThanOrEqualTo(PlayerParameter(69),2))> Activates automatically when you change your class to botanist.<Else/></If><Else/></If>",1801,4,0,0,367,1875,0,17,1,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,217,False,False,0,0,1,0
211,"Arbor Call","Survey the landscape to locate the nearest mature tree or lush vegetation within your skill range. Can only execute while Triangulate is active.
<Color(52258)>Duration:</Color> 15s",1802,4,0,0,367,1875,0,17,3,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,217,0,False,0,200,1,0,0,0,0,False,False,0,0,1,0
212,"Stealth","Conceal yourself and tread quietly, reducing movement speed, but enabling you to avoid enemies level <If(Equal(PlayerParameter(68),17))><If(GreaterThanOrEqualTo(PlayerParameter(69),38))>50<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),28))>40<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),18))>30<Else/>20</If></If></If><Else/>20</If> and below.",1804,4,0,0,367,1875,0,17,8,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,8,0,0,False,0,0,0,0,0,0,47,False,False,0,0,18,0
213,"Preparation","Reveals the conditions for obtaining HQ items while gathering.",1803,6,0,0,259,1875,0,17,12,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,232,False,False,0,0,18,0
214,"Toil of the Pioneer","Renders all out-of-reach items reachable.

※Unavailable in the Beta Version.",1821,6,0,0,367,1875,0,17,43,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
215,"Ageless Words","Grants another gathering attempt.",1809,6,0,0,260,1875,0,17,25,0,True,False,False,False,False,False,False,False,True,True,0,False,7,250,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
216,"Brunt Force","Increases the chance of obtaining regular or HQ items to 100%. Can only be activated after Chain #5.",1808,6,0,0,259,1875,0,17,23,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,16,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
217,"Nophica's Ward","Increases earth shard<If(GreaterThanOrEqualTo(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),50))>,crystal, and cluster<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),41))> and crystal<Else/></If></If><Else/></If> yield to four.",1810,6,0,0,259,1875,0,17,20,0,True,False,False,False,False,False,False,False,True,True,0,False,7,400,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,32,0
218,"Field Mastery","Increases the chance of obtaining items while gathering by 5%.",1812,6,0,0,259,1875,0,17,4,0,True,False,False,False,False,False,False,False,True,True,0,False,7,50,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
219,"Byregot's Ward","Increases lightning shard<If(GreaterThanOrEqualTo(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),50))>,crystal, and cluster<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),41))> and crystal<Else/></If></If><Else/></If> yield to four.",1811,6,0,0,259,1875,0,16,20,0,True,False,False,False,False,False,False,False,True,True,0,False,7,400,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,32,0
220,"Field Mastery II","Increases the chance of obtaining items while gathering by 15%.",1813,6,0,0,259,1875,0,17,5,0,True,False,False,False,False,False,False,False,True,True,0,False,7,100,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
221,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
222,"Blessed Harvest","Increases the number of items obtained during a single gathering attempt by one.",1814,6,0,0,259,1875,0,17,30,0,True,False,False,False,False,False,False,False,True,True,0,False,7,400,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
223,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
224,"Blessed Harvest II","Increases the number of items obtained during a single gathering attempt by two.",1815,6,0,0,259,1875,0,17,40,0,True,False,False,False,False,False,False,False,True,True,0,False,7,500,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
225,"Leaf Turn","Increases the chance of obtaining HQ items while gathering by 10%. Does not increase chances for items which start at 0%.",1816,6,0,0,259,1875,0,17,15,0,True,False,False,False,False,False,False,False,True,True,0,False,7,75,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
226,"Leaf Turn II","Increases the chance of obtaining HQ items while gathering by 50%. Does not increase chances for items which start at 0%.",1817,6,0,0,259,1875,0,17,35,0,True,False,False,False,False,False,False,False,True,True,0,False,7,350,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,18,0
227,"Prospect","Survey the landscape to locate mineral deposits and rocky outcrops.<If(Equal(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),2))> Activates automatically when you change your class to botanist.<Else/></If><Else/></If>",1701,4,0,0,367,1875,0,16,1,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,225,False,False,0,0,1,0
228,"Lay of the Land","Survey the landscape to locate the nearest mineral deposit and rocky outcrop within your skill range. Can only execute while Prospect is active.
<Color(52258)>Duration:</Color> 15s",1702,4,0,0,367,1875,0,16,3,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,225,0,False,0,200,1,0,0,0,0,False,False,0,0,1,0
229,"Stealth","Conceal yourself and tread quietly, reducing movement speed, but enabling you to avoid enemies level <If(Equal(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),38))>50<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),28))>40<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),18))>30<Else/>20</If></If></If><Else/>20</If> and below.",1704,4,0,0,367,1875,0,16,8,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,8,0,0,False,0,0,0,0,0,0,47,False,False,0,0,17,0
230,"Preparation","Reveals the conditions for obtaining HQ items while gathering.",1703,6,0,0,259,1875,0,16,12,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,232,False,False,0,0,17,0
231,"Toil of the Mountaineer","Renders all out-of-reach items reachable.

※Unavailable in the Beta Version.",1721,6,0,0,367,1875,0,16,43,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,17,0
232,"Solid Reason","Grants another gathering attempt.",1709,6,0,0,260,1875,0,16,25,0,True,False,False,False,False,False,False,False,True,True,0,False,7,250,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,17,0
233,"Deep Vigor","Increases the chance of obtaining regular or HQ items to 100%. Can only be activated after Chain #5.",1708,6,0,0,259,1875,0,16,23,0,True,False,False,False,False,False,False,False,True,True,0,False,0,0,16,0,0,False,0,0,0,0,0,0,0,False,False,0,0,17,0
234,"Nald'thal's Ward","Increases fire shard<If(GreaterThanOrEqualTo(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),50))>,crystal, and cluster<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),41))> and crystal<Else/></If></If><Else/></If> yield to four.",1710,6,0,0,259,1875,0,16,20,0,True,False,False,False,False,False,False,False,True,True,0,False,7,400,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,32,0
235,"Sharp Vision","Increases the chance of obtaining items while gathering by 5%.",1712,6,0,0,259,1875,0,16,4,0,True,False,False,False,False,False,False,False,True,True,0,False,7,50,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,17,0
236,"Menphina's Ward","Increases ice shard<If(GreaterThanOrEqualTo(PlayerParameter(68),16))><If(GreaterThanOrEqualTo(PlayerParameter(69),50))>,crystal, and cluster<Else/><If(GreaterThanOrEqualTo(PlayerParameter(69),41))> and crystal<Else/></If></If><Else/></If> yield to four.",1711,6,0,0,259,1875,0,17,20,0,True,False,False,False,False,False,False,False,True,True,0,False,7,400,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,32,0
237,"Sharp Vision II","Increases the chance of obtaining items while gathering by 15%.",1713,6,0,0,259,1875,0,16,5,0,True,False,False,False,False,False,False,False,True,True,0,False,7,100,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,17,0
238,"","",703,0,0,0,0,0,0,-1,0,0,False,False,False,False,False,False,False,False,True,True,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0
