key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203
23,65801,1,30,32,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_03_01","INIT_POP_03_02","ER_RECT_01","INIT_POP_04_01","INIT_POP_04_02","INIT_POP_VS_MIRA_01","INIT_POP_VS_MIRA_02","INIT_POP_VS_GIL_A_01","INIT_POP_VS_GIL_A_02","INIT_POP_VS_GIL_B_01","INIT_POP_VS_GIL_B_02","INIT_P_POP_ALDIS","INIT_POP_NOTAR_GIL_02","INIT_POP_NOTAR_GIL_03","INIT_POP_NOTAR_GIL_04","INIT_POP_NOTAR_GIL_05","INIT_POP_NOTAR_GIL_06","INIT_POP_NOTAR_GIL_07","INIT_POP_NOTAR_GIL_08","INIT_POP_NOTAR_GIL_09","INIT_POP_NOTAR_GIL_10","INIT_POP_NOTAR_GIL_11","INIT_POP_REHWOLD","INIT_POP_NOTAR_ENE_02","INIT_POP_NOTAR_ENE_03","INIT_POP_NOTAR_ENE_04","INIT_POP_NOTAR_ENE_05","INIT_POP_NOTAR_ENE_06","INIT_POP_NOTAR_ENE_07","INIT_POP_NOTAR_ENE_08","INIT_POP_NOTAR_ENE_09","INIT_POP_NOTAR_ENE_10","INIT_POP_NOTAR_ENE_11","INIT_POP_LAST_ENE_01","INIT_POP_LAST_ENE_02","INIT_POP_LAST_ENE_03","INIT_POP_LAST_OGRE","INIT_POP_LAST_BOSS","DEF_ACTION_MONSTER_SUMMON","CUT_SCENE_01","CUT_SCENE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4011016,4011017,4011018,4011007,4011008,4011009,4011010,4011011,4011012,4011013,4011014,4011015,4011021,4011022,4011027,4011028,4011029,4011030,4011120,4011234,4011237,4011241,4011244,4011246,4011249,4011260,4011262,4011266,4011267,4011122,4011235,4011236,4011242,4011243,4011247,4011248,4011261,4011263,4011265,4011268,4011419,4011422,4011426,4011434,4011442,867,43,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,65950,1,30,17,"INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","ER_RECT_01","INIT_ENPC_POP_01","ACTION_ATTACK_UP","BGM_BATTLE","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_CAM1","LOC_POS_CAM2","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","INIT_POP_LOOKOUT_01","INIT_POP_LOOKOUT_02","INIT_POP_LOOKOUT_03","INIT_POP_LOOKOUT_04","ER_RECT_02","ER_RECT_03","BGM_MASKED_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3970651,3970655,3970671,3970673,3970684,3970685,3970686,3970675,4103658,3970427,3970428,4103659,4103652,963,33,12237,12672,12671,12238,12240,12702,4144321,4144324,4144325,4144326,3985691,961,979,981,4167378,4167379,4167390,4167391,4167388,4167389,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,65849,1,30,7,"INIT_P_POP_1ST_01","INIT_P_POP_2ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_4ST_01","INIT_POP_4ST_02","INIT_POP_4ST_03","INIT_POP_4ST_04","INIT_POP_4ST_05","INIT_POP_4ST_06","INIT_POP_4ST_07","CUT_SCENE_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_FACE0","LOC_FACE1","LOC_POS_ACTOR0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4107368,4107369,4107370,4107372,4107432,4107418,4107419,4107420,4107433,4107421,4107422,4107423,4107434,4107435,4107424,4107425,4107426,4107427,4107428,4107436,4107437,37,12674,12696,12112,12680,604,617,4244349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,65853,1,30,22,"INIT_P_POP_1ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","CUT_SCENE_01","CUT_SCENE_02","DEF_PARALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4125284,4125273,4125274,4125275,4125276,4125277,4125280,4125319,4125320,4125312,4125316,4125321,4125317,4125338,4125340,4125342,4125343,4125345,38,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,65854,1,30,27,"INIT_P_POP_1ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_3ST_06","INIT_POP_4ST_01","INIT_POP_4ST_02","INIT_POP_4ST_03","INIT_POP_4ST_04","INIT_POP_4ST_05","INIT_POP_5ST_01","P_WARP_01","INIT_ENPC_POP_01","BGM_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","LOC_ACTION4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4126558,4126546,4126547,4126548,4126549,4126550,4126551,4126569,4126570,4126571,4126573,4126574,4126575,4126627,4126628,4126629,4126631,4126632,4126633,4126649,4126655,4126656,4126657,4126658,4126659,4127467,4097270,37,13497,12696,13498,13499,4097270,4164696,4164697,961,824,795,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,65855,1,30,32,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_POP_BOSS_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_3ST_06","STATUS_HAELED_DOWN","CUT_SCENE_01","CUT_SCENE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4127474,4127475,4127476,4127477,4127478,4127479,4127480,4127481,4127482,4127485,4127486,4127487,4127488,4127489,4127490,4127491,4127492,4127493,4127494,4127495,4127496,172,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,66005,1,30,12,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_A_01","INIT_POP_A_02","INIT_POP_A_03","INIT_POP_B_01","INIT_POP_B_02","INIT_POP_C_01","INIT_POP_C_02","INIT_POP_D_01","INIT_P_POP_04","INIT_P_POP_05","INIT_P_POP_06","INIT_POP_BOSS","INIT_ENPC_POP_01","INIT_ENPC_POP_02","INIT_ENPC_POP_03","INIT_ENPC_POP_04","INIT_POP_BREAK_YODOMI","WEATHER_BOLT","WEATHER_FINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4249072,4249073,4249074,4249083,4249087,4249088,4249097,4249098,4249106,4249107,4249109,4249116,4249117,4249119,4249132,4249177,4249178,4249179,4249180,4250414,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,66094,1,30,17,"INIT_P_POP_01","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_01A_04","INIT_POP_01A_05","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02C_02","INIT_POP_02C_01","INIT_POP_02B_02","INIT_POP_02B_01","INIT_POP_03C_01","INIT_POP_03C_02","INIT_POP_03C_03","INIT_POP_03C_04","INIT_POP_03D_01","BNPC_C_TYPE","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_BNPC1","LOC_BNPC2","LOC_BNPC3","LOC_BNPC4","LOC_FACE0","LOC_FACE1","NCUT_15010","INIT_ENPC_POP_01","INIT_ENPC_POP_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4081071,4081077,4081078,4081080,4081081,4081081,4081099,4081100,4081102,4081103,4081104,4081105,4081113,4081114,4081115,4081116,4081117,690,4087447,4087454,4087458,4087478,13827,13817,16011,15971,15972,15973,12997,604,617,164,4107478,4107479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,66098,1,30,22,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_ENPC_POP_01","BGM_NOMAL","BGM_LVUP","NCUT_20010","WARP_PC_POINT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4074121,4074122,4074123,4074347,101,23,165,4106159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,66102,1,30,27,"INIT_P_POP_01","INIT_POP_BOSS","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02B_01","INIT_POP_03C_01","BNPC_01_A_TYPE","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_ACTOR0","LOC_ACTOR1","LOC_BNPC0","LOC_ACTION1","LOC_FACE0","LOC_FACE1","DEF_ACTION_MONSTER_WHISTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4082301,4082299,4082315,4082316,4082317,4082311,4082312,4082314,4082323,700,4083826,4083827,13827,16011,14482,934,604,617,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,66103,1,30,32,"INIT_POP_01","INIT_POP_02","INIT_POP_03","PC_ACTION_HOUKEN","LOC_POS_ACTOR0","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTION1","BGM_NOMAL","BGM_LVUP","PC_WARP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4075236,4075238,4075239,56,4082470,13817,13827,961,101,23,4088189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,66103,2,30,32,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_BOSS","INIT_POP_01A_01","INIT_POP_01B_01","INIT_POP_01C_01","INIT_POP_01C_02","INIT_POP_01C_03","INIT_POP_01D_01","INIT_POP_01D_02","INIT_POP_01D_03","INIT_POP_02C_01","INIT_POP_02C_02","INIT_POP_02D_01","INIT_POP_02D_02","INIT_POP_02E_01","INIT_POP_02F_01","NCUT_30010","NCUT_30020","INIT_POP_04A_01","INIT_POP_04B_01","DEF_ACTION_EXC_PBAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4082369,4082370,4082371,4082372,4082379,4082380,4082383,4082384,4082385,4082392,4082393,4082394,4082402,4082403,4082399,4082400,4082401,4082404,166,167,4163992,4163993,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,66079,1,30,10,"INIT_POP_BOSS","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_02_03","INIT_POP_02_04","INIT_P_POP_01","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","CUT_SCENE_04","HOW_TO_QIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4083604,4083606,4083607,4083608,4083609,4083610,4083611,4083622,133,134,56,135,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,66080,1,30,17,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_P_POP_1ST_03","INIT_P_POP_1ST_04","INIT_POP_1ST_BOSS","INIT_POP_1ST_ARC_01_01","INIT_POP_1ST_ARC_01_02","INIT_POP_1ST_ARC_01_03","INIT_POP_1ST_PGL_01_04","INIT_POP_1ST_PGL_01_05","INIT_POP_1ST_PGL_01_06","INIT_POP_1ST_CNJ_02_01","INIT_POP_1ST_THM_02_02","INIT_POP_1ST_ARC_02_03","INIT_POP_1ST_ARC_02_04","INIT_POP_1ST_PGL_02_05","INIT_POP_1ST_PGL_02_06","INIT_POP_1ST_MON_03_01","INIT_POP_2ND_01","INIT_POP_2ND_02","INIT_P_POP_2ND_01","WARP_01","ACTION_CURE","ACTION_PRO","DEF_ACTION_MONSTER_SUMMON","DEF_ACTION_DOKUBARI","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","INIT_NOTAR_P_POP_1ST_01","INIT_NOTAR_P_POP_1ST_02","INIT_NOTAR_P_POP_1ST_03","INIT_NOTAR_P_POP_1ST_04","INIT_NOTAR_P_POP_1ST_05","INIT_NOTAR_POP_1ST_01","INIT_NOTAR_POP_1ST_02","INIT_NOTAR_POP_1ST_03","INIT_NOTAR_POP_1ST_04","INIT_NOTAR_POP_1ST_05","DEF_POISON","DEF_WEATHER_BOSS","ACTION_CUREA","DEF_WEATHER_RETURN","BGM_MASKED_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4102995,4102998,4103009,4103010,4102991,4102992,4102993,4102994,4102999,4103000,4103001,4103170,4103171,4103160,4103161,4103168,4103169,4103180,4103186,4103187,4103188,4102986,120,123,867,619,208,209,210,4103313,4103316,4103321,4103323,4103325,4103314,4103317,4103322,4103324,4103327,18,19,135,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,66086,1,30,6,"INIT_POP_BOSS","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_02_03","INIT_POP_02_04","INIT_P_POP_01","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","CUT_SCENE_04","HOW_TO_QIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4077147,4077151,4077152,4077427,4077428,4077429,4077430,4077150,140,141,56,142,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,66087,1,30,17,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_POP_1ST_BOSS","INIT_POP_1ST_ARC_01_01","INIT_POP_1ST_ARC_01_02","INIT_POP_1ST_ARC_01_03","INIT_POP_1ST_PGL_01_04","INIT_POP_1ST_PGL_01_05","INIT_POP_1ST_PGL_01_06","INIT_P_POP_1ST_03","INIT_P_POP_1ST_04","INIT_POP_1ST_CNJ_02_01","INIT_POP_1ST_THM_02_02","INIT_POP_1ST_ARC_02_03","INIT_POP_1ST_ARC_02_04","INIT_POP_1ST_PGL_02_05","INIT_POP_1ST_PGL_02_06","INIT_POP_1ST_MON_03_01","INIT_POP_2ND_01","INIT_POP_2ND_02","INIT_P_POP_2ND_01","WARP_01","ACTION_CURE","ACTION_PRO","INIT_NOTAR_P_POP_1ST_01","INIT_NOTAR_P_POP_1ST_02","INIT_NOTAR_P_POP_1ST_03","INIT_NOTAR_P_POP_1ST_04","INIT_NOTAR_P_POP_1ST_05","INIT_NOTAR_P_POP_1ST_06","INIT_NOTAR_P_POP_1ST_07","INIT_NOTAR_P_POP_1ST_08","INIT_NOTAR_P_POP_1ST_09","INIT_NOTAR_POP_1ST_01","INIT_NOTAR_POP_1ST_02","INIT_NOTAR_POP_1ST_03","INIT_NOTAR_POP_1ST_04","INIT_NOTAR_POP_1ST_05","INIT_NOTAR_POP_1ST_06","INIT_NOTAR_POP_1ST_07","INIT_NOTAR_POP_1ST_08","INIT_NOTAR_POP_1ST_09","DEF_ACTION_MONSTER_SUMMON","DEF_WEATHER_RETURN","DEF_POISON","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","BGM_MASKED_BATTLE","DEF_WEATHER_BOSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4087433,4087434,4087437,4087440,4087443,4087445,4087449,4087451,4087452,4087459,4087460,4087493,4087494,4087498,4087499,4087502,4087504,4087563,4087572,4087573,4087577,4087657,120,123,4089037,4089038,4089039,4089040,4089041,4089043,4089044,4089045,4089046,4089052,4089055,4089053,4089054,4089050,4089051,4089048,4089049,4089047,867,2,18,194,195,196,94,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,65872,1,30,17,"INIT_P_POP_01","INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","ACTOR20","LOC_MARKER_01","LOC_MARKER_02","LOC_POS_CAM1","LOC_MARKER_03","LOC_MARKER_04","ACTOR30","LOC_MARKER_05","LOC_MARKER_06","LOC_MARKER_07","LOC_MARKER_08","ACTOR40","LOC_ACTION1","ACTOR50","ACTOR60","LOC_ACTION2","LOC_ACTION3","LOC_ACTION4","LOC_MARKER_09","LOC_MARKER_10","DEF_ACTION_WS_CRITICAL_LANCER","LOC_ACTION5","LOC_ACTION6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4093947,4093955,4093957,4093961,4093962,12058,4011232,4011233,4011264,4011557,4011562,14350,4012536,4012537,4012538,4012539,11605,961,16164,13810,607,617,605,4096701,4096704,477,618,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,65886,1,30,17,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_07","INIT_POP_08","INIT_EO_POP_01","INIT_EN_POP_01","EVENT_ACTION_01","INIT_P_POP_01","INIT_POP_ENEMY_F01","INIT_POP_ENEMY_F02","INIT_POP_ENEMY_F03","ACTOR20","ACTOR30","ACTOR40","CUT_CLSTHM15010","INIT_POP_04","INIT_EO_POP_02","LOC_POS_EOBJ1","BGM_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4033627,4033629,4033631,4033691,4033692,4033684,4040588,16,4033688,4089803,4089804,4089805,11713,12325,12326,51,4169221,4185128,4033684,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,65887,1,30,22,"INIT_P_POP_FRIEND","INIT_POP_BOSS","INIT_POP_ENEMY_A_01","INIT_POP_ENEMY_A_02","DEF_ACTION_BLLIZARA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4031433,4031432,4031434,4031747,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,65888,1,30,27,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","INIT_POP_05","INIT_POP_06","INIT_POP_07","INIT_POP_08","INIT_POP_09","INIT_POP_10","INIT_POP_11","INIT_POP_12","INIT_POP_13","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTION1","LOC_ACTION2_0","LOC_ACTION2_1","LOC_ACTION2_2","DEF_ACTION_THUNDER_STRIKE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4035753,4035757,4035758,4035762,4035763,4035764,4035765,4036114,4036608,4036610,4036611,4036612,4036621,11708,11709,11710,11711,11712,4101648,4101651,787,791,794,795,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
