key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
123,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
124,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
125,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
126,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
127,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True
128,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True
129,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False
130,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True
131,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False
132,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
133,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
134,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
135,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
136,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,False
137,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,False
138,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,False
139,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
141,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
142,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True
