key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
58,"wind-up Amalj'aa",0,"wind-up Amalj'aa",0,0,1,0,0,"Summon your wind-up Amalj'aa minion. What is burnt may never burn, but rises again, harder and stronger.","Amalj'aa blacksmith Narujj Boh of the Brotherhood of Ash began dabbling in clockwork after rescuing the mammet minion of an adventurer slain near his forges. This particular sample is the product of moons of meticulous calculations
made to reproduce the
telltale Amalj'aa tail sway.","My people are the
Amalj'aa, proud and
strong.
  - Loonh Gah",580,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,213,10,100,100,4554
59,"wind-up Ixal",0,"wind-up Ixal",0,0,1,0,0,"Summon your wind-up Ixal minion. He believes he can fly. He believes he can touch the sky. Unfortunately he cannot.","Using a mammet obtained from the Goldsmiths' Guild by the ever-resourceful Tataramu, members of the Ehcatl Nine have succeeded in creating an automaton of their own...who also happens to be as grounded as their brethren.","I heard a Wood Wailer
telling Mummy that an
Ixal teared his face off.
  - Gridanian Child",581,100,30,0,30,0,1,0,8,0,False,False,False,False,0,False,True,214,10,100,100,4574
60,"wind-up kobold",0,"wind-up kobolds",0,0,1,0,0,"Summon your wind-up kobold minion. With you, she will koboldly go where no kobold has gone before.","Another of 789th Order Acolyte Ba Go's masterpieces, this cuddly kobold miniature in fact houses several onzes of highly flammable firesand, designed to ignite when outward pressure is applied...such as with a tender hug.","Honestly, I will never
understand the kobolds'
sense of aesthetics.
  - Rashaht",699,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,215,10,100,100,4563
61,"wind-up Sahagin",0,"wind-up Sahagin",0,0,1,0,0,"Summon your wind-up Sahagin minion. He's got a trident and he's not afraid to use it.","Ever the loving clutchfather, Novv had this toy crafted, complete with sharpened trident, for his infant spawnlings. When wound up, it displays various thrusts and parries to prepare the spawn for battle with their enemies.","A Sssahagin does not flail
and sssplash about so─
he rolls with the waves.
  - Clutchfather Novv",700,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,216,10,100,100,4564
62,"wind-up brickman",0,"wind-up brickmen",0,0,1,0,0,"Summon your wind-up brickman minion. The brickman gets up and looks over as if it wants to join the party!","One unexpected side effect of the Calamity has been the significant increase in aetherial rifts appearing throughout the realm. As a result, strange creatures not of this world have been popping in and out of existence without warning─
one of those being the
bizarre brickman.","Can ye smell it?
'Tis the scent o' profit,
my friend!
  - Beefy Businessman",577,100,30,0,0,0,2,0,8,51,True,False,False,True,0,False,True,51,10,100,100,4555
63,"wind-up Shantotto",0,"wind-up Shantottos",0,0,1,1,0,"Summon your wind-up Shantotto minion. But remember:
If you fail to treat her right,
she will set your pants alight.","If it looks like a Lalafell, rhymes like a Lalafell, and alliterates like a Lalafell, then it is probably a Lalafell...except when it is a wind-up Shantotto. Then it is not a Lalafell.","Your judgment is quite
wise─you may yet stave
off an untimely demise.
  - Shantotto",527,100,20,0,0,0,1,0,8,0,False,False,False,False,0,False,True,218,10,100,100,4556
64,"wind-up Edvya",0,"wind-up Edvyas",0,0,1,1,0,"Summon your wind-up Edvya minion. Sometimes moonlights as a miller girl, much to her father the sultan's chagrin.","Forty years after the founding of the Thorne Dynasty, sultan Baldric Thorne was blessed by the gods with a single daughter, Edvya, whom he loved fiercely. The history surrounding the two, now known as the “Legend of the Lost Lady”
gave rise to the festival
of Little Ladies' Day.","Did Princess Edvya
concern herself with glory
and riches? I think not!
  - Gossiping Girl",584,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,219,10,100,100,4557
65,"wind-up sun",0,"wind-up suns",0,0,1,0,0,"Summon your wind-up sun minion. May the sun never go down on you.  /poke to adjust elevation.","Designed to provide light for road repairmen toiling during the small hours of the night, wind-up suns have become all the talk amongst Ul'dahn mesdames ever since it was discovered the extra light worked wonders at hiding unsightly
blemishes and wrinkles.","We find the pages of our
memories are blank, as if
bleached by the sun.
  - Kan-E-Senna",585,100,0,0,0,0,3,0,8,0,False,False,False,False,0,False,False,500,10,100,100,4565
66,"plush cushion",0,"plush cushions",0,0,1,0,0,"Summon your plush cushion minion. Ever ready to shield your buttocks from the hardest of places.","Preferring to take a more hands-on approach with his latest project, Redolent Rose of the Weavers' Guild personally researched the resilience and contour of over four score buttocks in order to create a cushion so light and fluffy, even
the clouds would darken
with envy.","Bumbling one spends all
day sleeping on
paperstack pillow, yes?
  - Olmxio",586,100,30,0,0,0,3,0,8,0,False,False,False,False,0,False,False,501,10,100,100,4566
67,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"Summon your Minion of Light and make true the prophecy: “When Darkness veils the world, three Minions of Light shall come.”","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down
from the heavens.","Next you'll be telling me
you're one of the Warriors
of Light.
  - Mother Miounne",0,100,0,0,0,0,1,0,8,0,False,False,False,False,0,False,True,223,10,100,100,4558
68,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down
from the heavens.","Next you'll be telling me
you're one of the Warriors
of Light.
  - Mother Miounne",587,100,10,0,70,0,1,0,8,0,False,False,False,False,0,False,True,223,10,100,100,0
69,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down
from the heavens.","Next you'll be telling me
you're one of the Warriors
of Light.
  - Mother Miounne",623,100,10,0,70,0,1,0,8,0,False,False,False,False,0,False,True,223,10,100,100,0
70,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down
from the heavens.","Next you'll be telling me
you're one of the Warriors
of Light.
  - Mother Miounne",624,100,10,0,70,0,1,0,8,0,False,False,False,False,0,False,True,223,10,100,100,0
71,"wind-up leader",0,"wind-up leaders",0,0,1,0,0,"Summon your wind-up leader minion, who will follow you unquestioningly─for coin and country; for serenity, purity, sanctity─till sea swallows all.","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent
each of the three heads of
Limsa Lominsa, Gridania,
and Ul'dah.","The leaders of Eorzea had
lost their way─I merely
helped them find it again.
  - Minfilia",0,100,0,0,0,0,1,0,8,0,False,False,False,False,0,False,True,224,10,100,100,4559
72,"wind-up Merlwyb",0,"wind-up Merlwybs",0,0,1,1,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent
each of the three heads of
Limsa Lominsa, Gridania,
and Ul'dah.","The leaders of Eorzea had
lost their way─I merely
helped them find it again.
  - Minfilia",626,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,224,10,100,100,0
73,"wind-up Kan-E",0,"wind-up Kan-Es",0,0,1,1,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent
each of the three heads of
Limsa Lominsa, Gridania,
and Ul'dah.","The leaders of Eorzea had
lost their way─I merely
helped them find it again.
  - Minfilia",627,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,224,10,100,100,0
74,"wind-up Raubahn",0,"wind-up Raubahns",0,0,1,0,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent
each of the three heads of
Limsa Lominsa, Gridania,
and Ul'dah.","The leaders of Eorzea had
lost their way─I merely
helped them find it again.
  - Minfilia",625,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,224,10,100,100,0
75,"princely hatchling",0,"princely hatchlings",0,0,1,0,0,"Summon the princely hatchling minion, the chocobo who would be king.","A thoroughbred descended from the legendary Veillantif, this noble bird of Ishgard seeks a rider who will not sully his family's name.","I had a feeling you'd be
riding up on your golden
chocobo.
  - Path Companion",634,100,30,0,30,0,2,0,8,3,True,True,False,True,0,False,True,1,10,100,100,4560
76,"wind-up Odin",0,"wind-up Odins",0,0,1,0,0,"Summon your wind-up Odin minion. Guaranteed not to wipe out your entire party in one fell stroke.","Many have pondered why a dark divinity with roots in northern mythology would wield a blade with a decidedly Far Eastern name. A popular theory is that Odin acquired the blade upon slaying an Auri warrior who was the first ever
to notch his thereto-
fore unsullied plate.","If Odin is truly come to
the Shroud, time is not on
our side.
  - Lewin",683,90,10,0,0,0,2,0,8,0,False,False,False,False,0,False,True,230,10,100,100,4568
77,"wind-up Warrior of Light",0,"wind-up Warriors of Light",0,0,1,0,0,"Summon your wind-up Warrior of Light minion.
“Wheresoever thou goest, so too shall Light follow.”
─Ancient benediction","The brilliant blue suit of armor worn by the wind-up Warrior of Light is based upon ancient Allagan designs rediscovered in recent years by adventurers returned from the Crystal Tower.","There will be no Warriors
of Light to save you this
time.
  - Gaius van Baelsar",684,80,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,240,10,100,100,4567
78,"wind-up Bahamut",0,"wind-up Bahamuts",0,0,1,0,0,"Summon your wind-up Bahamut minion. This mysterious being emerged from within a broken wind-up Dalamud, and is nigh inseparable from its former prison.","Despite strict orders from the Goldsmiths' Guild to <Emphasis>never</Emphasis> open up the Dalamud minion under any circumstances, someone decided to unleash their inner Pandora and release the terrors hidden within─a wind-up Bahamut...which
no one from the guild
recalls creating!","Bahamut can't live on 
good wishes and a smile,
so why should I?
  - Flame Private",685,100,10,0,0,0,2,0,8,0,True,False,False,False,118,False,True,250,10,100,100,4569
79,"wind-up moogle",0,"wind-up moogles",0,0,1,0,0,"Summon your wind-up moogle minion. With its button nose and fluffy pom, this clockwork moogle will make you the envy of all your friends.","A creation born of 90% love and 10% jealousy (or was that 90% jealousy and 10% love?), this clockwork masterpiece was conceived after the moogles of the Black Shroud began noticing all the adventurers with their new shiny minions,
and decided they were
not about to be left out.","What the moogles lack in
grace, they amply make
up for in wit.
  - Jehantel",688,100,10,0,0,0,1,4,8,0,False,False,False,False,0,False,True,233,10,100,100,4572
80,"baby opo-opo",0,"baby opo-opos",0,0,1,0,0,"Summon your baby opo-opo minion. The only thing it loves more than you is a juicy sprite apple.","A daring rescue from the clutches of the goblin hero Brayflox's minions is the only thing separating this opo-opo from a life of swinging free from tree to tree through the lush jungles of the Longstop...and forever trudging in the wake of the
brave adventurer who
“saved” him.","These beans are covered
in opo-opo droppings!
  - Mun–Tuy Cellarkeep",686,60,30,0,0,0,2,1,8,52,True,True,False,False,0,False,True,52,30,100,100,4570
81,"magic broom",0,"magic brooms",0,0,1,0,0,"Summon your magic broom minion. For safety reasons, do not fall asleep while it is at work.","While you may not hear many of the realm's mages admit it, magicking a household broom to become a self-propelled sweeping servitor (albeit one which does very little actual cleaning) is far more complicated than it sounds,
requiring no fewer than
seven cants of binding.","A lancer who fears to
attack is naught but a
man holding a pole.
  - Ywain",687,100,10,0,0,80,2,0,5,0,False,False,False,False,0,False,True,234,10,100,100,4571
82,"wind-up succubus",0,"wind-up succubi",0,0,1,1,0,"Summon your wind-up succubus minion. 100% anatomically correct. Handle with tender loving care.","One of countless clockwork servitors discovered in the home of a Gridanian goldsmith recently hanged for the crime of ritual summoning. It is believed while crafting the automatons, he became increasingly obsessed with the void,
until the darkness bid
him do the unthinkable.","That succubus will drain
you to a lifeless husk!
  - Cocobygo",748,80,10,0,0,0,1,3,8,0,False,False,False,False,0,False,True,230,20,100,100,4575
83,"zu hatchling",0,"zu hatchlings",0,0,1,0,0,"Summon your zu hatchling. This newborn zu has yet to exhibit aggressive or territorial behavior, but when it gets bigger...","While native to the scorching deserts of the Near East, the zu will migrate to a cooler Eorzea after hatching its fledglings in the spring. Since the Calamity, however, there have been an increasing number of
cases where the giant
cloudkin remain in
Eorzea year-round.","These birds move slow,
but they've a nasty peck!
  - Jacke",682,100,30,0,0,0,2,0,8,54,True,False,False,True,0,False,True,54,10,100,100,4573
84,"wind-up Nanamo",0,"wind-up Nanamos",0,0,1,1,0,"Summon your wind-up Nanamo minion. She vehemently refuses to sit upon any shoulder but Raubahn's...and yours.","This clockwork doll is a reproduction of a model first crafted in the year of the Calamity to celebrate the tenth anniversary of Nanamo Ul Namo's ascendance to the Ul'dahn throne. Seventeenth in her line, the sultana was crowned when she had seen but five summers. ","Take me, Raubahn... I am
your sultana... <snore>
   - Slumbering Lalafell",751,80,10,0,0,0,1,1,8,0,False,False,False,False,0,False,True,266,30,100,100,4599
85,"wind-up Gilgamesh",0,"wind-up Gilgameshes",0,0,1,0,0,"Summon your Gilgamesh minion. Several arms appear to be missing, but that does not seem to otherwise hinder basic functionality.","The masterwork of one of Eorzea's finest goldsmiths, this wind-up automaton, designed to resemble a close acquaintance of the smith's son, was pieced together using parts left over from other projects─his only regret being that he was
unable to incorporate
hip-gyrating functionality.","For Gilgamesh... It is
embiggening time!
  - Gilgamesh",756,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,236,10,100,100,4576
86,"Onion Prince",0,"Onion Princes",0,1,1,0,0,"Summon your Onion Prince minion. He would die 4 U. Or possibly cry 4 U. Or most likely make U cry. 4 U.","After learning his parents married not for love, but for duty, the Onion Prince vowed he would never walk in the footsteps of his parents, and to this day promises his baseborn sweetheart, the Leek Maid, that they will run away and be wed.","Aw, bloody hells! Who's
cutting onions back
there!?
  - Buscarron",742,100,30,0,0,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4577
87,"Eggplant Knight",0,"Eggplant Knights",0,1,1,0,0,"Summon your Eggplant Knight minion. His childhood dream to become a wizard was frowned upon by his overbearing father.","House Eggplant has faithfully served the royal line of Tomato kings for eighteen generations, never once betraying the throne...until, that is, the knight of the nineteenth generation laid eyes on the fair Mandragora Queen.","If you eat too many of
this vegetable, you will
turn into one.
  - Common Wives' Tale",743,100,30,0,0,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4578
88,"Garlic Jester",0,"Garlic Jesters",0,0,1,0,0,"Summon your Garlic Jester minion. Every breath you take will act as a reminder that your pungent pal is right behind you.","The son of a traveling mummer who performed under the name Garlic Star, the jester swore he would never follow in the footsteps of his father. However, after being deemed too malodorous to serve in the royal guard, he swallowed
his pride and fell back on
the only trade he knew.","And this irresistible
aroma... Mmmmmmmmm...
  - Ingham",744,100,30,0,0,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4579
89,"King Tomato",0,"King Tomatoes",0,0,1,0,1,"Summon your King Tomato minion. Has issued a royal decree for the public defenestration of any and all who mistakenly claim the king is a vegetable.","After the flames of the Calamity rendered Lord Tomato a king without a kingdom, the ruby red regent packed up his seeds and set out on a journey to find a new land to rule. He currently roams the realm recruiting any taproot,
tuber, or corm who
will follow his standard. ","It is apparently a rogue,
outcast from its kin, a
stranger in a strange land.
  - Tomaj",745,100,30,0,0,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4580
90,"Mandragora Queen",0,"Mandragora Queens",0,0,1,1,0,"Though wed to the Tomato King in a move to strengthen the bond of Houses Tomato and Mandragora, the queen longs to steal away with her one true love─the Eggplant Knight. What will become of this forbidden romance!? Summon the Mandragora Queen minion today and find out!","Destined to a life with a man she did not love, nary a night passed when the Mandragora Queen did not dream of throwing herself into the sea's eternal embrace...until, that is, she laid eyes on the noble Eggplant Knight.","I want to be waist-deep
in little white mandragora
limbs!
  - Yellowjacket",746,100,30,0,0,0,2,0,8,42,True,True,False,True,0,False,True,42,10,100,100,4581
91,"wind-up Y'shtola",0,"wind-up Y'shtolas",0,0,1,1,0,"Summon your wind-up Y'shtola. If we are to take her word for it, the Circle of Knowing Archon has seen but twenty-three summers.","Nearly half of the coin provided to the Goldsmiths' Guild for the crafting of this wind-up doll bearing the likeness of Scion of the Seventh Dawn Y'shtola was paid to Atelier Fen-Yll for hand-sewn leather boots matching those worn by
the enigmatic Archon.","Gods forfend...
   - Y'shtola",750,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,262,10,100,100,4600
92,"wind-up onion knight",0,"wind-up onion knights",0,0,1,0,0,"Summon your magic wind-up onion knight minion. An accurate representation of the soldiers who once made up the greater portion of the Allagan Imperial Army.","If Sons of Saint Coinach anthropogeographer Rammbroes is to be believed, towards the end of their civilization, the Allagans began using automatons such as this to fight their wars (which had been deemed inhumane, yet
ultimately necessary to
spread imperial peace).","By the Onion!
  - Bloezoeng",749,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,240,10,100,100,4582
93,"treasure box",0,"treasure boxes",0,0,1,0,0,"Summon your treasure box minion. It is unknown what manner of spirit possesses this tiny treasure chest, but the fact that it will not hesitate to nip at the fingers of any who try and pry it open is painfully evident.","Originally used by an Eorzean Alliance paymaster to store Allied Seals...until the box began eating them. She sold the box in hopes of recouping some of her losses (skimming off adventurer rewards to cover the rest...until she was
caught and sentenced
to a public flogging).","A pirate don't abandon
'is treasures!
  - Ahtzapfyn",747,50,5,10,0,0,2,0,8,56,True,True,False,False,0,False,True,56,20,100,100,4583
94,"tiny tapir",0,"tiny tapirs",0,0,1,0,0,"Summon your tiny tapir minion. Natives of the New World claim that tapirs grow by devouring the dreams of their unsuspecting owners. And now you know what to expect.","Before it was realized that the tapirs were, in fact, consuming the dreams of their owners, several hundred were sold to Ul'dahn nobles seeking a better night's sleep. Surprisingly, there were few complaints
from buyers, even after
learning the truth.","Our dreams are
what sustain us.
  - Gundobald",754,80,30,0,0,0,2,0,8,57,True,True,False,True,0,False,True,57,10,100,100,4584
95,"Nana bear",0,"Nana bears",0,0,1,0,0,"Summon your bear cub minion. Pundits claim bears to be the deadliest beasts in the realm─obviously having never stared into <Emphasis>this</Emphasis> cute cub's nebulous eyes.","The Nana bear's origins can be traced back to Ul'dahn princess Nanakko who, on her eighth nameday, asked her father for a bear. Despite a realm-wide search, no bears were found, and so the Goldsmiths' Guild was commissioned to craft
one from a drawing found
in an ancient bestiary.","There isn't enough honey
in all the Yard to satisfy
that sweet-toothed sellary.
  - Honey Yard Hivekeep",752,100,20,0,0,0,1,0,8,0,False,False,False,False,0,False,True,239,20,100,100,4585
96,"miniature minecart",0,"miniature minecarts",0,0,1,0,0,"Summon your miniature minecart minion. Best when ridden in abandoned mines and temples of doom.","Despite adamant claims by Amajina & Sons Mineral Concern that their donation of over five score carts to the orphans of Stonesthrow was a simple act of charity, opponents of the guild insist it was a scheme to recruit inexpensive
child labor for Thanalan's
myriad mines.","Mines mine!
Mines all miiiiiiiiine!
  - Biggy the Spriggan",753,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,240,10,100,100,4586
97,"nutkin",0,"nutkins",0,0,1,0,0,"Summon your nutkin minion. That nutkins are infamous for being shy and timid creatures shows that this brave beastkin comes complete with a pair of iron acorns on him.","Inspired by the words of Millith Ironheart, this daring squirrel longs to travel the realm in search of the legendary golden acorn, and hopes that trailing in your shadow will ensure that he isn't eaten before he discovers the mother lode.","I had no idea squirrels
could bite so hard!
  - Arold",755,100,10,0,0,30,2,1,8,59,True,True,False,True,0,False,True,59,30,100,100,4587
98,"wind-up Minfilia",0,"wind-up Minfiliae",0,0,1,1,0,"Summon your wind-up Minfilia minion. Unlike the real Minfilia, this one actually accompanies you on your adventures.","This clockwork automaton has been crafted at the behest of the Adventurers' Guild in celebration of the Rising, Eorzea's annual celebration of rebirth. All linkshell privileges have been revoked so one not need dread incessant
calls throughout the
small hours of night.","...Hello? Hello? Can you
hear me? It is I, Minfilia.
  - Minfilia",797,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,260,10,100,100,4588
99,"wind-up Thancred",0,"wind-up Thancreds",0,0,1,0,0,"Summon your wind-up Thancred minion. 200% more dreamy than previous models.","This clockwork automaton has been crafted at the behest of the Adventurers' Guild in celebration of the Rising, Eorzea's annual celebration of rebirth. Reports of crazed Thancred fans stalking the summoned servitors are more
common than one
might believe.","I suppose any name is as
good as another, though
most call me Thancred.
  - Thancred",796,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,262,10,100,100,4589
100,"model magitek bit",0,"model magitek bits",0,0,1,0,0,"Summon your model magitek bit minion. An exact 1:9 scale replica of a ceruleum-powered magitek bit (Ultima Weapon action figure not included).","This miracle of modern mechanics is actually a miracle of ancient Allagan mechanics reverse engineered and then modified with advanced Garlean magitek technology.","The Empire owes
its might to magitek.  - Yda",1016,27,10,0,0,0,2,0,8,0,False,False,False,False,0,True,True,221,10,100,50,4616
101,"puff of darkness",0,"puffs of darkness",0,0,1,0,0,"Summon your puff of darkness minion. When standing nearby, prithee refrain from coughing, sneezing, waving, flailing, or performing any other means of wild gesticulation, lest the puff be lost for eternity.","When this automaton resembling one crafted by a goldsmith hanged for dabbling in the dark arts was discovered, it prompted authorities to exhume the recently buried body. This, however, only confirmed
their worst fears─
that the coffin was
empty.","What I do not smother,
I devour. What I cannot
devour, I destroy.
  - The Cloud of Darkness",1017,80,10,0,0,0,1,3,8,0,False,False,False,False,0,False,True,230,10,100,100,4617
102,"naughty nanka",0,"naughty nankas",0,0,1,0,0,"Summon your naughty nanka minion. Like its parent, the ninki nanka, this slippery wavekin will breed like a rabbit if left unsupervised.","Instead of laying her eggs in a pond or river where they might be devoured by predators, the ninki nanka female deposits her offspring upon the back of the father, who then carries and protects the brood until it is ready to face the world
on its own. Unless,
however, one falls off.","Shiiiiiiny! Preeeeeetty!
Need more eeeeeeggs!
Eeeeeeggs!
  - Giggity the Spriggan",808,100,30,0,0,0,2,0,8,60,True,True,False,False,0,False,True,60,10,100,100,4590
103,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
104,"wind-up Ultros",0,"wind-up Ultroses",0,0,1,0,0,"Summon your wind-up Ultros minion.","One can only imagine the time and effort master goldsmith Godbert put into the creation of this lifelike recreation of a lecherous purple octopus.","Muscle heads? Hate 'em!
  - Ultros",799,100,30,0,0,0,1,0,8,0,False,True,True,False,0,False,True,237,10,100,100,4604
105,"Hoary the Snowman",0,"Hoary the Snowmen",0,0,1,0,1,"Summon your Hoary the Snowman minion. Hoary the Snowman was a jolly happy soul, without a pipe, and without a nose, and two eyes made out of something other than coal. Probably slag.","While no one knows the exact origins of Hoary the Snowman and the legends surrounding this animated mass of ice and snow, the gifting of dolls created in his likeness to good girls and boys is not uncommon during the Starlight
Celebration.","On your feet, Hoary!
  - Coultenet",803,100,20,0,0,0,1,0,8,0,False,False,False,False,0,False,True,219,10,100,100,4605
106,"heavy hatchling",0,"heavy hatchlings",0,0,1,0,0,"Summon your heavy hatchling minion. Currently, “baby fat” is the prevailing excuse for this cherubic chick's gigant-like girth.","It would be foolish to believe that a chocobo could achieve this size dining on greens alone, regardless of how many hundreds of bushels were devoured...in a single sitting. Chicken bones found beneath the chick's bedding suggest
he may have a taste
for his succulent cousins.","I cannot deny what you say is
true any more than I can deny
a chocobo's arse is yellow.
  - Path Companion",800,100,1,0,0,0,1,0,8,0,False,False,False,True,0,False,True,1,20,100,100,4606
107,"wind-up Yda",0,"wind-up Ydas",0,0,1,1,0,"Summon your wind-up Yda minion. Comes complete with irremovable mask.","Due to her apparent lack of wit and tendency to be in the wrong place at the wrong time, people are quick to forget that Yda is not only a Scion of the Seventh Dawn, but also an Archon of the Circle of Knowing, hand-picked by the
legendary Louisoix
to serve Eorzea.","The great beyond!
I do believe we're
dead, Papalymo.
   - Yda",878,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,262,20,100,100,4601
108,"wind-up Papalymo",0,"wind-up Papalymos",0,0,1,0,0,"Summon your wind-up Papalymo minion. Comes complete with irremovable smirk.","After a clerical error resulted in a sizable windfall for the organization, Scions of the Seventh Dawn coinkeeper Tataru took it upon herself to use the funds to commission wind-up automatons crafted in the likeness of her
own favorite members─
Papalymo being the first.","He'd sooner swallow
his staff than admit
that he's wrong.
   - Yda",879,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,262,20,100,100,4602
109,"wind-up Urianger",0,"wind-up Uriangers",0,0,1,0,0,"Summon your wind-up Urianger minion. When the septenary moon did wane, there sounded a garrulous and convoluted monologue. A new minion had roused, one whose identity lieth within our ken.","After commissioning six other wind-up Archons, the Scions of the Seventh Dawn coinkeeper realized that she had almost enough gil to order a seventh...almost. And so the robed and hooded Urianger was crafted without hair or other
anatomical features to
keep the cost down.","Frustratingly, Urianger's
words leave rather a lot
to interpretation.
   - Papalymo",880,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,262,10,100,100,4603
110,"fat cat",0,"fat catz",0,0,1,0,0,"Summon your fat cat minion. Despite convincing research by top academics from around the realm and beyond, most Miqo'te scholars refuse to believe that there may be some ancestral connection between their race and cats (fat or not).","Born in an unmarked alley in an unnamed town, this poor creature had to hunt the mean streets just to stay alive...until learning that following retainers and feeding off the slaughter left in their wakes was a safer, easier way to
a full belly.","When the master's away,
the cat will play.
  - Miqo'te Retainer",802,100,10,0,0,0,1,0,8,61,True,False,False,True,0,False,True,63,30,100,100,4607
111,"Littlefoot",0,"Littlefeet",0,0,1,0,1,"Summon your Littlefoot minion. This particular Yeti is content in knowing that bigger is not always necessarily better.","When discovered by your retainer on a foray deep into the highlands of Coerthas, this miniature monstrosity was both cold and hungry (though the former condition most likely did not affect him much), and a bowl of hot broth was
all it took to lure him
from the forest back home.","It is good to see you
on your feet again.
  - Merlwyb Bloefhyswyn",801,100,10,0,0,0,2,0,8,62,True,True,False,True,0,False,True,64,30,100,100,4608
112,"mummy's little mummy",0,"mummy's little mummies",0,0,1,0,1,"Summon your mummy's little mummy minion. While as cute as a button, remember, mummies are ultimately embalmed corpses damned to eternal thralldom in the land of the living. Have fun.","It is believed that the ancient technique of mummification─which involved embalming, organ removal, wrapping, and the burial in a multi-layered sarcophagus─was an expensive undertaking. That it was performed on a
child can attest to
his parents' devotion.","I told you, I'm
<Emphasis>not</Emphasis> your mummy!
  - Ul'dahn Citizen",798,100,10,0,0,0,2,0,8,63,True,False,True,False,0,False,True,65,10,100,100,4609
113,"model Enterprise",0,"model Enterprises",0,0,1,1,0,"Summon your model <Emphasis>Enterprise</Emphasis> minion. Designed to boldly go where you have gone before.","The original <Emphasis>Enterprise</Emphasis> was designed and built while Garlond family prodigy Cid was still working as a military engineer for the Garlean Empire. The aft crane─intended for the loading of imperial
weaponry─was added to
the airship in the days
before Cid's defection.","<Emphasis>Enterprise</Emphasis>, engage!
   - Alphinaud",887,100,10,0,0,0,1,0,8,0,False,False,False,False,0,False,True,222,20,100,100,4597
114,"wind-up delivery moogle",0,"wind-up delivery moogles",0,0,1,0,0,"Summon your wind-up delivery moogle minion. For when you absolutely, positively require moogle accompaniment.","The never-ending flow of adventurers into Eorzea has placed quite a burden on the realm's little letter-carriers. To help lighten their load, several acolytes at the Goldsmiths' Guild volunteered their time to create a veritable army of
miniature mail moogles.","Behold, for I shall now
perform for you the moogle
dance of inimitable integrity!
   - Delivery Moogle",809,100,5,10,0,0,1,4,8,0,False,False,False,False,0,False,True,233,10,100,100,4598
115,"assassin fry",0,"assassin fries",0,1,1,0,0,"Summon your assassin fry minion. There was an old betta who swallowed a fry. No one knows why it swallowed the fry, but for some reason, the fry can now fly.","After several turns of the sun sloshing about in the depths of a ninja betta's belly, this freshly hatched fry has given up swimming altogether and taken to the skies. How spending time in a belly can inspire a fish to flight is something only
one who has spent time
in a belly can know.","They say never to look
a gift fish in the mouth.
  - Sisipu",807,100,10,0,0,0,2,5,8,64,True,False,True,True,0,False,True,66,30,100,100,4610
