key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
30018,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Final Coil of Bahamut - Turn 3",236,18,634,120,0,True,0,True,1,195,112071,0,0,3204,0,0,19,False,0,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
30019,1,0,0,0,True,False,90,50,100,8,1,False,2,2,2,2,"the Final Coil of Bahamut - Turn 4",240,18,638,123,0,True,0,True,1,196,112072,0,0,3210,7200,7205,20,False,0,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
30020,1,0,0,0,False,True,120,50,100,8,3,False,1,2,3,2,"the World of Darkness",247,18,774,90,0,True,5032239,True,4,151,112079,0,0,1,7400,7418,3,True,0,0,0,40,20,10,20,30,0,0,0,0,0,0,0,0,0,18,-1,0
30021,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40000,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40001,5,0,0,0,False,False,30,30,30,4,2,True,1,1,1,1,"the Wolves' Den",1082,18,0,0,0,True,0,False,1,175,112024,0,0,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40002,5,0,0,0,False,False,30,40,40,4,2,True,1,1,1,1,"the Wolves' Den",1082,18,0,0,0,True,0,False,1,336,112024,0,0,0,0,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40003,5,0,0,2,False,False,30,50,50,4,2,True,1,1,1,1,"the Wolves' Den (Matched Party)",1082,18,0,0,0,True,0,False,1,337,112024,0,0,0,0,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40004,5,0,0,1,False,False,30,50,50,4,2,True,1,1,1,1,"the Wolves' Den (Light Party)",1111,18,0,0,0,True,0,False,1,352,112024,0,0,0,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40005,5,0,0,2,False,False,30,50,50,4,2,True,1,1,1,1,"the Wolves' Den (Matched Party)",1082,18,0,0,80,True,0,False,1,184,112024,0,0,0,0,0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40006,5,0,0,1,False,False,30,50,50,4,2,True,1,1,1,1,"the Wolves' Den (Light Party)",1111,18,0,0,80,True,0,False,1,186,112024,0,0,0,0,0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
40007,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50000,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50001,6,7,0,0,False,True,30,50,50,8,9,False,0,0,0,0,"the Borderland Ruins (Secure)",0,18,0,0,80,True,0,True,1,376,112064,0,0,0,0,0,7,False,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50002,6,0,0,0,False,True,20,50,50,8,9,False,0,0,0,0,"★the Carteneau Flats: Borderland Ruins",0,18,0,0,80,True,0,True,1,149,112064,0,0,0,0,0,99,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50003,6,7,0,0,False,True,15,50,50,8,9,False,0,0,0,0,"the Borderland Ruins (Slaughter)",0,18,0,0,80,True,0,True,1,422,112064,0,0,0,0,0,8,False,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50004,0,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
65000,2,0,0,0,True,False,60,1,100,4,1,False,0,0,0,0,"the Seventh Gate of Hell",0,18,0,0,0,False,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
65001,2,0,0,0,True,False,60,1,100,8,9,False,2,2,2,2,"",0,18,0,0,0,True,0,True,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
