key,0,1,2,3,4,5,6,7,8,9,10,11
2162747,4879630,22,1200,1659,45,81617,81117,"The Sagolii Desert","""After a fortnight of wandering, I found myself under the searing sun, looking out upon the ruins of Allag. It was then I swore to myself: I will not succumb─not this day."" Such were the wayfarer's words, and I would see what he saw.","According to the Sons of Saint Coinach, the Sagolii Desert was once a verdant sea of lush plains capable of sustaining great civilizations, as is evidenced by the ruins recently discovered in the area. How such a place devolved into a lifeless desert remains a mystery, but recent disaster tells us an ancient Calamity is the likely culprit.",81453,False
2162748,4879631,22,1200,1659,45,81618,81118,"The Sunken Temple of Qarn","Overheard in a tavern: ""...Ah, a fellow antiquarian! There's a slanted stone slab that affords you the best vantage point of the ruins.""","Most scholars of ancient Belah'dian civilization claim this twisting labyrinth of complex chambers to be a place of worship dedicated to the sun goddess, Azeyma. Recent diggings, however, have uncovered older chambers buried beneath the new containing relics not of the Sixth Astral Era, suggesting that the temple may have been built by a different people.",81453,False
2162749,4879632,30,500,759,45,81619,81119,"Minotaur Malm","""Beads of sweat flying from their broad shoulders, massive muscles tightening and loosening─no, I've not seen a finer sight in all the realm."" Such were the warrioress's words, and I would see what she saw.","Local legend has that long ago, a young goatherd leading his pack to water at Forgotten Springs was set upon and chased a full malm through these caves by a minotaur. There has yet to be a second sighting of the creature, but the stories are enough to frighten away most who would consider passage through this trading post used by the Seventy-Seven Caravans.",81453,False
2162750,4879633,31,500,759,46,81620,81120,"East Watchtower","""On the watch, slumber's siren call is your greatest foe. When I feel myself drifting off at my post, I envision my commander standing before me, and put the fear of the gods in myself."" Such were the sentry's words, and I would see what he saw.","To power their legions of warmachina, the Garleans require a steady supply of the aether-based fuel known as ceruleum. Bluefog housing the largest deposit in Eorzea, the Empire has begun their own mining operation but a stone's throw from the allied refineries, heightening tensions in the area and prompting the construction of two watchtowers.",81453,False
2162751,4879634,22,1800,459,46,81621,81121,"Ceruleum Pipeline","""My duties include keeping the portcullis well oiled. A right fine view on a clear day, but don't lose your balance─it's a long way down."" Such were the soldier's words, and I would see what he saw.","Even before airships and engines were commonplace in Eorzea, Amajina & Sons Mineral Concern recognized the potential value of ceruleum and laid claim to nearly all of the untapped deposits in northern Thanalan. In an ironic twist, for many years before the Garlean invasion, the Concern's biggest customer was, in fact, the imperial army.",81453,False
2162752,4879635,22,1200,1659,46,81622,81122,"Bluefog","""Fog ain't supposed to be blue, least not where I come from─gives me the creeps. On such rare occasions as it clears up, I look upon the valley from on high. Simple pleasure, but it keeps me from losin' my bloody mind."" Such were the laborer's words, and I would see what he saw.","Though abundant on the northern continent of Ilsabard, only a handful of ceruleum deposits have ever been discovered on Aldenard, the largest being buried under the Sea of Spires in northern Thanalan. Ceruleum is a highly unstable substance and will begin to evaporate when in contact with air, resulting in the bluish haze from which this area earns its name.",81453,False
2162753,4879636,22,800,1159,46,81623,81123,"Raubahn's Push","""Even in the wind and swirling snow, the talons are unmistakable, clutching toward the skies. Don't ask what compelled me to climb to the very tip of one, but I can tell you the sight was something to behold."" Such were the sentry's words, and I would see what he saw.","In the final days of the Sixth Astral Era, the ceruleum fields of northern Thanalan proved to be one of the most hotly contested areas in all Eorzea, with the Empire amassing a giant host outside of Bluefog to seize control of the local fuel refineries. Though outnumbered three to one, Raubahn and his army succeeding in “pushing” back the enemy.",81453,False
2162754,4879637,22,1800,459,46,81624,81124,"Abandoned Amajina Mythril Mine","""I didn't know what those madmen were going to do with me, and I wasn't about to find out. When the fog descended, I snuck out across a collapsed pillar. Lucky to be alive, though I do wish I'd had the luxury to enjoy the view."" Such were the adventurer's words, and I would see what he saw.","The discovery of mythril in a small copper mine in Bluefog triggered the Great Rush which saw would-be prospectors flock to the Sea of Spires in search of quick and easy fortune. The veins that ran through the mountains, however, were not deep, and it was but ten summers before the mines ceased to yield the precious metal, forcing many to abandon their claims. ",81453,False
2162755,4879638,22,1700,1759,63,81651,81151,"The Nail","""I suppose the view is impressive, yes, but it's rare that I have a moment to appreciate it. Too much work to be done before the sun goes down."" Such were the draughtsman's words, and I would see what he saw.","As is described in the <Emphasis>Enchiridion</Emphasis>, to ensure the realm of man did not drift apart from the firmament, Halone struck the Nail through both, ever binding the two. And though assailed on all sides by great metal shards fallen from the lesser moon Dalamud's crust, the ancient peak remained standing, a testament to the land's life force.",81454,False
2162756,4879639,22,1800,459,63,81652,81152,"The Observatorium","Overheard at a tavern: ""It wasn't what you could call me finest hour. I slipped and fell, and snagged me garments on something-or-another. I was enjoying the sight─till I realized how damned ridiculous I'd look if anyone came upon me. Dusted meself off and went on me way.""","Three hundred years ago, Ishgardian astrologian Adaunel the Younger convinced the Holy See that he could predict the comings and goings of the Dravanian Horde by studying the movements of the heavens, and thus secured funding for the construction of the First Dicasterial Observatorium of Aetherial and Astrological Phenomena and its grand astroscope.",81454,False
2162757,4879640,22,800,1159,63,81653,81153,"The Frozen Fang","""From on high, I looked down upon the dread carcass. Ah, to have been the hero who pierced the wyrm's heart with a ballista that day! The mere thought stirred my blood on the coldest of days."" Such were the knight's words, and I would see what he saw.","In years past, the hot alpine summers would have seen this fallen Dravanian outflyer blown with maggots and reduced to bones in a matter of days. Now, in the endless winter wrought by the Calamity, the carcass rests in the permafrost under a thick blanket of snow, perfectly preserved since the day he was pierced through the heart by a ballista.",81454,False
2162758,4879641,22,500,759,63,81654,81154,"The Holy See of Ishgard","""I look upon my homeland, its proud spires soaring in the azure, and swear a silent oath. My spear shall not leave my hand until the last dread wyrm has fallen."" Such were the knight's words, and I would see what he saw.","For the past thousand years, Ishgard has waged a bloody war with the dragons of Dravania. To fend off the enemy horde, a complex web of defenses, magical and corporeal, have been added piecemeal to the city proper's outer walls, transforming her into an impenetrable bastion, while at the same time, isolating her and her people from the outside world.",81454,False
2162759,4879642,22,1700,1759,63,81655,81155,"Boulder Downs","""In the shadow of those unholy rocks, the mightiest giant will look as a dwarf. Yet from the right vantage point, even one of humble stature can look upon them all."" Such were the knight's words, and I would see as he saw.","Before the Calamity, Boulder Downs was a vast sloped lea littered with moraine deposited by realm-swallowing glaciers long receded. The rain of debris that accompanied the fall of Dalamud, however, transformed the landscape into a frozen wasteland pocked with gaping impact craters and peculiar dark matter formations.",81454,False
2162760,4879643,22,1800,459,63,81656,81156,"The Fury's Gaze","""Dragons, heretics─I've stared into the eye of many a foe. Stone has no eyes, yet no other gaze can pierce me to the very depths of my soul."" Such were the knight's words, and I would see as he saw.","A place holy to all Ishgardians, it is believed that when a man stands within this hidden grotto, the Fury Herself will reach deep into the darkest recesses of his soul and lay out his sins before him, allowing the man to repent those failings. The Monument Tower nearby was built to protect this hallowed ground from the taint of dragons and heretics.",81454,False
2162761,4879644,22,800,1159,63,81657,81157,"Snowcloak","""As I stood there, my thoughts turned to those left behind in the west. The sun shone strong, yet it could not keep my tears from turning to ice on my cheeks."" Such were the researcher's words, and I would see as she saw.","The bitter cold which swept over the Coerthas highlands following the Calamity did not only blanket the region in snow and ice, but transformed the water of Twinpools and the Swiftrun into a mountainous flow of ice─a flow which has slowly crept through the western Coerthas highlands and now has completely engulfed Gargoyle Crossing, preventing passage.",81454,False
2162762,4879645,22,1200,1659,63,81658,81158,"Camp Dragonhead","""Clearing the parapets after a snowfall is arduous work, but gazing out over the hoar-kissed peaks, a man might forget his aches and pains for a while."" So were the knight's words, and I would see as he saw.","Its name taken from a rocky outcropping said to be the head of a Dravanian king turned to stone by the almighty hand of Halone, this outpost acts as the Coerthas central highlands' southernmost line of defense for the Holy See, tasked with fending off Ixali raids from Natalan, skirmishes by heretic factions, and the occasional yeti scare.",81454,False
2162763,4879646,22,500,759,63,81659,81159,"The Steel Vigil","Overheard in a tavern: ""...Bollocks, I say! Ye haven't truly seen the Vigil until ye've seen it from that very spot. Ye'll be wantin' to tread carefully, mind ye.""","One of four citadel watchtowers built along the Sea of Clouds, the Steel Vigil warned the Holy See of aerial attacks for centuries before being razed and gutted by the Dravanian Horde and their vile commander, Svara. Now, only the outer walls remain, leaving a bitter reminder of the dragons' destructive power.",81454,False
2162764,4879647,22,1200,1659,67,81701,81201,"Castrum Centri","""It's unnatural, is what it is─roads and towers made of metal─and yet I couldn't avert my eyes. Then I heard the great steel beast rousing in the distance, and thought I'd best be on my way."" Such were the scout's words, and I would see as he saw.","Castrum Centri was erected with material salvaged from the ruins of Castrum Novum─the Garlean Empire's first major outpost in Eorzea, constructed in the final year of the Sixth Astral Era by VIIth Legion legatus Nael van Darnus. It houses several ceruleum mining pits, a magitek manufactory, and the Phantom Train, used to transport ordnance to outlying castri.",81455,False
2162765,4879648,22,1800,459,67,81702,81202,"The Crystal Tower","""It was a scene not of this world: a forest of crystal, and in the distance a spire that stretched so high it could have touched the heavens..."" Such were the adventurer's words, and I would see as she saw.","As if somehow beckoned forth from its hypogeal prison by the events of the Calamity, this sky-scraping spire now commands the Mor Dhonan horizon. Through their research, the Sons of Saint Coinach have determined that the monolith, also known as Syrcus Tower, was constructed to collect and store the endless energies of the sun.",81455,False
2162766,4879649,22,1200,1659,67,81703,81203,"Rathefrost","""In fields of crystal, I stood tall atop one of the stones and took in the view in all its shimmering desolation."" Such were the adventurer's words, and I would see what he saw.","The fall of the <Emphasis>Agrius</Emphasis> into Silvertear Falls not only drained the magnificent multi-tiered lake, but instantly crystallized the majority of the region's flora─a result of mass quantities of ceruleum fuel reacting with aether released upon Midgardsormr's death. What remains is a brilliant, yet dead landscape akin to a twisted garden pocked with blooming geodes.",81455,False
2162767,4879650,50,1700,1759,67,81704,81204,"The Keeper of the Lake","Overheard in a tavern: ""I was an adventurer meself, aye. Till that day when, from atop a tree, I saw that ungodly thing─that twisted mass of metal and scale. Ran from the lake as fast as my legs could carry me. Reckoned I'd be safer livin' the rest of my days out of a bottle.""","Maintaining a silent vigil over Silvertear Lake, the keeper is wrought from the wreckage of the imperial flagship, the <Emphasis>Agrius</Emphasis>, and the entangled remains of Midgardsormr. For many religious and mythological enthusiasts, it stands as proof of the existence of the gods. For most people, however, it serves as a grim reminder of the horrific power of Garlemald.",81455,False
