key,0
30012,"Your foray into the caverns beneath Castrum Occidens has led you to an unexpected revelation: the incomplete form of Bahamut, harbinger of the Calamity, slumbers deep within earth. Though seemingly a prisoner, the elder primal is gradually being regenerated by the massive, Ragnarok-class internment hulks that surround the unmoving entity. Alisaie reasons that if Bahamut's full restoration is to be prevented, then all three coils sustaining and repairing the dreadful being must be deactivated. Filled with new determination, you assemble a group of courageous comrades and set your sights on the fragment of Dalamud found in the North Shroud."
30013,"After battling your way through to the base of the colossal fragment that impales the ground in Alder Springs, your party enters the structure through an opening in its outer shell. The sight that greets you is of an endless procession of azure-lit passages, within which can be glimpsed the grotesque silhouettes of chimeric monstrosities."
30014,"Your party activates the coil's lift-like mechanism, and, at a depth of 3,256 yalms, arrives within the interior of the internment hulk proper. The great cavern where the elder primal Bahamut dreams is yet many thousands of yalms distant. Explore the labyrinthine passages of the Ragnarok-class starship, and secure a route into the lowest levels of the hulk."
30015,"At a depth of 6,329 yalms, your exhausted yet determined fellowship enters the hulk's operations deck. An impossible scene unfolds before you, the surreal landscape bathed in a crimson glare and holding the promise of epic conflict..."
30016,"Alisaie is resolved to go through with her quest to vanquish Bahamut, though it means confronting her beloved grandfather, whom the elder primal has made his thrall. With Alphinaud’s cooperation, an aetherial pathway has been established which will take your party to one of the two internment hulks that remain to be disabled. Your foray begins in northern Thanalan, at the set of Dalamud’s talons situated in Raubahn’s Push. Spare no preparation and expect fierce resistance."
30017,"At the depth of 6,835 yalms, you and your companions are greeted by a breathtaking sight: a colossal replica of Dalamud, believed to be the device which regulates Bahamut’s regeneration. The structure swarms with legions of the lesser moon’s internal defenses, but through it you must go if you are to reach the main bridge."
30018,"At 8,872 yalms below the surface, your party arrives within Bahamut’s cavernous regeneration chamber. As Alisaie moves to disable the internment hulk, she finds her way barred by her grandsire, the Archon Louisoix. The man once gave his life that the realm might be spared; if you would honor his legacy, you must now strike him down."
30019,"Restored to his senses in defeat, Louisoix uses his final moments to send your party to the main bridge of the final internment hulk, there to banish Bahamut once and for all. Yet though the end of your arduous journey is in sight, doubt not but that the cornered primal will lash out with his unbridled rage. If you are to overcome this terrible foe, you and yours must be of one purpose. Join now your hearts and minds, and sally forth to bring the Seventh Umbral Era to its true conclusion─for the future of Eorzea!"
30020,"In the twilight of his reign, the first and last emperor of Allag, Xande, desired power above all else. He turned to the terrible being known as the Cloud of Darkness, a ruler of the void, and asked of her strength to make the world kneel before his throne with a covenant of blood.

When Xande was slain, his ambitions were laid to rest alongside him. Yet the Cloud of Darkness still seeks to enter the material realm, and will soon find passage through the Voidgate set to manifest within Syrcus Tower. With the fiend's coming, can the fellowship of NOAH brave the void and rescue the three souls able to stem the Cloud's flood of shadows, or will the expedition itself vanish beyond the rift in the World of Darkness?"
30021,""
40000,""
40001,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40002,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40003,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40004,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40005,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40006,"For most, the Calamity will be remembered for the destruction it wrought upon the realm; however, what is oft overlooked is the fact that this selfsame destruction also gave rise to myriad creations─one example being an odd crucible-shaped island thrust up from beneath Galadion Bay. Eorzea was not but two moons removed from the Calamity when a crew of Roegadyn Sea Wolves returning to Limsa Lominsa in the battered remains of the Braveheart discovered this newly formed anomaly. Moving quickly so as not to allow her enemies a foothold so near the thalassocracy, the Admiral laid claim to the island and had it transformed into a military training facility of sorts, naming it the Wolves' Den, after the brave men and women who first happened across the place.

Urged by its allies in Gridania and Ul'dah, the Maelstrom soon opened the Den's doors to members of all the Grand Companies of Eorzea, with the hopes that through the staged battles waged within, the cumulative strength of the realm's defenses would burgeon."
40007,""
50000,""
50001,"While many will remember the Calamity for the destruction it wrought upon the realm of Eorzea, that destruction was not without its blessings─one of those being the uncovering of ancient Allagan ruins hidden underneath the war-scarred Carteneau Flats and heretofore unseen for several Astral Eras. When an attempt by the Grand Companies of Eorzea to determine the control of these ruins, and more importantly the secrets they contain, through peaceful negotiations ended in failure, the city-states instead elected to solve the issue of dominion using a form of civilized warfare dubbed Frontline."
50002,"While many will remember the Calamity for the destruction it wrought upon the realm of Eorzea, that destruction was not without its blessings─one of those being the uncovering of ancient Allagan ruins hidden underneath the war-scarred Carteneau Flats and heretofore unseen for several Astral Eras. When an attempt by the Grand Companies of Eorzea to determine the control of these ruins, and more importantly the secrets they contain, through peaceful negotiations ended in failure, the city-states instead elected to solve the issue of dominion using a form of civilized warfare dubbed Frontline."
50003,"While many will remember the Calamity for the destruction it wrought upon the realm of Eorzea, that destruction was not without its blessings─one of those being the uncovering of ancient Allagan ruins hidden underneath the war-scarred Carteneau Flats and heretofore unseen for several Astral Eras. When an attempt by the Grand Companies of Eorzea to determine the control of these ruins, and more importantly the secrets they contain, through peaceful negotiations ended in failure, the city-states instead elected to solve the issue of dominion using a form of civilized warfare dubbed Frontline."
50004,""
65000,"The Seventh Gate of Hell"
65001,""
