key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
255,4,1,1,100,7,4,8,129,99,21,43,19,2,0,2,21,5,3,0,2,0,50,1,0,19,33
256,4,1,1,50,7,1,2,0,116,6,71,0,0,0,2,6,5,0,0,2,0,50,1,100,0,0
257,4,1,1,50,7,1,9,1,34,36,70,18,0,0,3,36,1,1,3,1,0,50,1,100,12,53
258,4,1,1,50,7,3,3,1,131,51,2,153,0,0,0,51,131,1,2,1,0,50,1,100,0,0
259,1,0,1,75,2,4,12,129,130,23,70,119,16,6,0,23,132,5,1,3,0,50,0,50,0,0
260,1,1,1,0,2,3,8,1,152,59,45,0,0,0,0,59,2,0,0,0,0,25,0,50,0,0
261,1,0,1,50,1,1,5,1,69,38,4,0,0,7,0,38,4,0,1,0,0,75,0,0,13,7
262,4,1,1,50,8,1,4,129,109,72,171,137,0,0,0,72,0,0,0,0,0,50,1,75,0,0
263,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
264,3,0,1,50,6,1,1,129,107,7,155,169,0,0,4,7,0,1,0,2,0,50,1,50,5,52
265,1,0,1,50,1,1,12,129,20,159,101,119,7,0,5,159,4,5,2,0,0,100,0,50,1,135
266,3,0,1,50,6,3,1,1,185,176,61,0,2,0,4,176,130,2,1,2,0,50,1,50,3,7
267,3,0,1,100,6,1,9,129,166,71,93,114,0,0,0,71,0,0,0,0,0,100,1,0,0,0
268,5,0,1,100,9,4,5,1,92,1,74,0,0,1,1,1,0,0,0,0,0,50,0,50,0,1
269,5,0,1,25,9,1,8,1,150,38,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
270,5,0,1,50,9,3,6,0,26,2,37,0,17,0,3,2,130,2,0,2,0,75,0,50,0,0
271,1,0,1,100,1,5,7,1,1,1,4,176,64,5,5,1,128,1,3,0,3,100,0,0,0,0
272,1,0,1,50,1,4,5,1,5,59,55,0,0,1,1,59,130,3,3,1,0,50,0,50,0,1
273,1,0,1,50,1,1,10,1,5,57,55,0,0,1,0,57,133,2,1,3,0,25,0,50,0,1
274,1,0,1,50,1,2,6,1,92,59,149,0,0,1,2,59,129,0,1,2,0,50,0,50,0,1
275,1,0,1,50,1,6,11,1,85,59,4,0,0,1,2,59,1,3,3,2,0,50,0,25,0,1
276,1,0,1,50,1,5,4,1,93,15,4,0,0,0,3,15,133,5,1,130,30,25,0,50,0,0
277,1,0,1,50,1,2,12,1,5,59,6,0,0,0,0,59,4,5,2,1,30,25,0,50,0,0
278,5,0,1,100,9,1,8,129,34,58,183,4,7,0,3,58,130,2,1,0,0,100,0,50,1,7
279,5,0,1,50,9,4,8,1,36,38,2,0,7,0,1,38,129,2,1,0,0,50,0,50,0,0
280,5,1,1,25,9,1,2,129,59,21,30,151,24,0,3,21,132,3,2,0,0,50,0,25,0,0
281,4,1,1,50,7,2,7,129,1,155,43,7,0,0,0,155,129,2,3,0,0,50,1,25,0,0
282,1,0,1,50,1,5,1,1,152,107,47,0,0,1,3,107,130,4,0,0,0,100,0,75,18,69
283,1,1,1,50,1,3,3,1,152,0,30,0,0,1,2,0,131,4,0,1,0,100,0,75,18,69
284,5,1,1,50,9,1,1,1,17,1,1,0,0,1,0,1,0,0,0,0,0,50,0,50,16,69
285,1,0,1,25,1,205,51,129,27,1,121,24,0,1,0,1,0,0,0,0,0,100,0,0,0,1
286,3,1,1,25,5,1,14,129,50,149,91,143,7,1,0,149,5,3,0,1,0,50,1,50,0,1
287,1,0,1,75,2,2,8,129,3,165,0,36,32,100,3,165,0,5,2,0,0,100,0,50,0,6
288,4,1,1,50,7,2,9,128,42,99,7,103,1,1,2,99,3,2,2,129,44,50,1,50,1,71
289,4,1,1,50,7,2,9,128,42,139,7,141,1,1,2,139,3,2,2,129,44,50,1,50,1,71
290,5,0,1,50,10,1,1,1,152,92,4,0,1,0,0,92,0,0,0,0,0,0,0,50,0,0
291,1,0,1,50,1,6,4,1,35,38,6,0,0,0,0,38,130,5,1,129,32,50,0,50,0,0
292,2,0,1,50,3,203,202,1,56,136,42,0,0,0,0,136,0,0,0,0,0,50,1,50,0,0
293,2,1,1,50,3,1,1,1,162,27,36,0,0,0,0,27,0,0,0,0,0,50,1,50,0,0
294,5,0,1,50,9,1,1,1,42,57,37,0,0,0,0,57,0,0,0,0,0,50,0,50,0,0
295,2,0,1,50,3,1,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0
296,2,0,1,50,3,1,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0
297,1,0,4,50,1,1,1,1,116,7,7,0,0,1,3,7,1,1,1,1,0,50,0,50,0,1
298,4,1,1,50,7,4,8,1,180,61,3,0,0,1,0,61,130,0,0,0,0,50,1,50,0,1
299,1,1,1,75,1,2,8,1,172,82,23,0,0,1,4,82,130,0,0,130,55,75,0,75,0,1
300,4,1,1,50,7,4,1,0,5,6,96,0,0,0,0,6,4,2,3,1,0,50,1,50,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
