key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
490,"dated assault sallet",0,"dated assault sallets",0,0,1,0,0,"","Dated Assault Sallet",40021,25,25,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"14, 85, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,24,6,0,0,0,0,0,0,0,0,10,5596,0,0,0,0,0,0,0,0,12,23,2,0,0,False,False,True,False,809,1442,2976,True,True,True,True,True,True,True,1,2478,0,3,0,0,False
491,"dated canvas hat",0,"dated canvas hats",0,0,1,0,0,"","Dated Canvas Hat",40419,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"7, 125, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,715,1302,2812,True,True,True,True,True,True,True,1,2580,0,3,0,0,False
492,"dated canvas hat (auburn)",0,"dated canvas hats (auburn)",0,0,1,0,0,"","Dated Canvas Hat (Auburn)",40420,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"7, 126, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,715,1302,2812,True,True,True,True,True,True,True,1,2579,0,3,0,0,False
493,"dated canvas hat (pink)",0,"dated canvas hats (pink)",0,0,1,0,0,"","Dated Canvas Hat (Pink)",40421,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"7, 127, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,715,1302,2812,True,True,True,True,True,True,True,1,2578,0,3,0,0,False
494,"dated canvas hat (brown)",0,"dated canvas hats (brown)",0,0,1,0,0,"","Dated Canvas Hat (Brown)",40422,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"7, 128, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,715,1302,2812,True,True,True,True,True,True,True,1,2577,0,3,0,0,False
495,"dated canvas hat (blue)",0,"dated canvas hats (blue)",0,0,1,0,0,"","Dated Canvas Hat (Blue)",40423,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"7, 129, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,715,1302,2812,True,True,True,True,True,True,True,1,2576,0,3,0,0,False
496,"pair of dated iron magnifiers (red)",0,"pairs of dated iron magnifiers (red)",0,0,1,0,0,"","Dated Iron Magnifiers (Red)",40919,26,26,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"20, 35, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,11,5596,0,0,0,0,0,0,0,0,12,24,2,0,0,False,False,True,False,815,1483,3202,True,True,True,True,True,True,True,1,2575,0,3,0,0,False
497,"dated oak halfmask",0,"dated oak halfmasks",0,0,1,0,0,"","Dated Oak Halfmask",40805,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"19, 12, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,8,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,589,1098,2460,True,True,True,True,True,True,True,1,2680,0,3,0,0,False
498,"dated bronze chain coif",0,"dated bronze chain coifs",0,0,1,0,0,"","Dated Bronze Chain Coif",40024,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"15, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,10,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,1179,2196,4921,True,True,True,True,True,True,True,1,2679,0,3,0,0,False
499,"dated fishing hat",0,"dated fishing hats",0,0,1,0,0,"","Dated Fishing Hat",40440,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"6, 219, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,786,1464,3281,True,True,True,True,True,True,True,1,2678,0,3,0,0,False
500,"dated fishing hat (red)",0,"dated fishing hats (red)",0,0,1,0,0,"","Dated Fishing Hat (Red)",40553,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"6, 220, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,786,1464,3281,True,True,True,True,True,True,True,1,2677,0,3,0,0,False
501,"dated fishing hat (yellow)",0,"dated fishing hats (yellow)",0,0,1,0,0,"","Dated Fishing Hat (Yellow)",40551,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"6, 221, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,786,1464,3281,True,True,True,True,True,True,True,1,2676,0,3,0,0,False
502,"dated fishing hat (green)",0,"dated fishing hats (green)",0,0,1,0,0,"","Dated Fishing Hat (Green)",40552,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"6, 222, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,786,1464,3281,True,True,True,True,True,True,True,1,2675,0,3,0,0,False
503,"dated fishing hat (blue)",0,"dated fishing hats (blue)",0,0,1,0,0,"","Dated Fishing Hat (Blue)",40550,27,27,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"6, 223, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,12,25,2,0,0,False,False,True,False,786,1464,3281,True,True,True,True,True,True,True,1,2674,0,3,0,0,False
504,"dated leather calot (black)",0,"dated leather calots (black)",0,0,1,0,0,"","Dated Leather Calot (Black)",40485,28,28,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"35, 43, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,26,2,0,0,False,False,True,False,861,1635,3790,True,True,True,True,True,True,True,1,2780,0,3,0,0,False
505,"dated leather calot (ochre)",0,"dated leather calots (ochre)",0,0,1,0,0,"","Dated Leather Calot (Ochre)",40485,28,28,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"35, 44, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,26,2,0,0,False,False,True,False,861,1635,3790,True,True,True,True,True,True,True,1,2779,0,3,0,0,False
506,"dated leather calot (green)",0,"dated leather calots (green)",0,0,1,0,0,"","Dated Leather Calot (Green)",40485,28,28,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"35, 46, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,26,2,0,0,False,False,True,False,861,1635,3790,True,True,True,True,True,True,True,1,2778,0,3,0,0,False
507,"dated leather calot (red)",0,"dated leather calots (red)",0,0,1,0,0,"","Dated Leather Calot (Red)",40485,28,28,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"35, 45, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,6,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,26,2,0,0,False,False,True,False,861,1635,3790,True,True,True,True,True,True,True,1,2777,0,3,0,0,False
508,"dated tracker's hat",0,"dated tracker's hats",0,0,1,0,0,"","Dated Tracker's Hat",40451,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"9, 204, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2880,0,3,0,0,False
509,"dated tracker's hat (auburn)",0,"dated tracker's hats (auburn)",0,0,1,0,0,"","Dated Tracker's Hat (Auburn)",40452,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"9, 205, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2879,0,3,0,0,False
510,"dated tracker's hat (pink)",0,"dated tracker's hats (pink)",0,0,1,0,0,"","Dated Tracker's Hat (Pink)",40453,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"9, 206, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2878,0,3,0,0,False
511,"dated tracker's hat (brown)",0,"dated tracker's hats (brown)",0,0,1,0,0,"","Dated Tracker's Hat (Brown)",40454,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"9, 207, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2877,0,3,0,0,False
512,"dated tracker's hat (blue)",0,"dated tracker's hats (blue)",0,0,1,0,0,"","Dated Tracker's Hat (Blue)",40455,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"9, 208, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2876,0,3,0,0,False
513,"dated brass elmo",0,"dated brass elmi",0,0,1,0,0,"","Dated Brass Elmo",40013,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"12, 42, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,10,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1409,2732,6512,True,True,True,True,True,True,True,1,2875,0,3,0,0,False
514,"dated leather pot helm (black)",0,"dated leather pot helms (black)",0,0,1,0,0,"","Dated Leather Pot Helm (Black)",40078,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"13, 113, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2874,0,3,0,0,False
515,"dated leather pot helm (ochre)",0,"dated leather pot helms (ochre)",0,0,1,0,0,"","Dated Leather Pot Helm (Ochre)",40077,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"13, 114, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2873,0,3,0,0,False
516,"dated leather pot helm (green)",0,"dated leather pot helms (green)",0,0,1,0,0,"","Dated Leather Pot Helm (Green)",40075,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"13, 115, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2872,0,3,0,0,False
517,"dated leather pot helm (red)",0,"dated leather pot helms (red)",0,0,1,0,0,"","Dated Leather Pot Helm (Red)",40076,29,29,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"13, 116, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,12,5596,0,0,0,0,0,0,0,0,13,27,2,0,0,False,False,True,False,1174,2277,5427,True,True,True,True,True,True,True,1,2871,0,3,0,0,False
518,"dated canvas wedge cap",0,"dated canvas wedge caps",0,0,1,0,0,"","Dated Canvas Wedge Cap",40487,30,30,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"38, 1, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,7,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,14,28,2,0,0,False,False,True,False,1025,2018,4939,True,True,True,True,True,True,True,1,2980,0,3,0,0,False
519,"dated canvas wedge cap (auburn)",0,"dated canvas wedge caps (auburn)",0,0,1,0,0,"","Dated Canvas Wedge Cap (Auburn)",40488,30,30,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"38, 109, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,7,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,14,28,2,0,0,False,False,True,False,1025,2018,4939,True,True,True,True,True,True,True,1,2979,0,3,0,0,False
520,"dated canvas wedge cap (pink)",0,"dated canvas wedge caps (pink)",0,0,1,0,0,"","Dated Canvas Wedge Cap (Pink)",40489,30,30,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"38, 110, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,7,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,14,28,2,0,0,False,False,True,False,1025,2018,4939,True,True,True,True,True,True,True,1,2978,0,3,0,0,False
521,"dated canvas wedge cap (brown)",0,"dated canvas wedge caps (brown)",0,0,1,0,0,"","Dated Canvas Wedge Cap (Brown)",40490,30,30,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"38, 111, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,7,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,14,28,2,0,0,False,False,True,False,1025,2018,4939,True,True,True,True,True,True,True,1,2977,0,3,0,0,False
522,"dated canvas wedge cap (blue)",0,"dated canvas wedge caps (blue)",0,0,1,0,0,"","Dated Canvas Wedge Cap (Blue)",40491,30,30,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"38, 112, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,24,7,0,0,0,0,0,0,0,0,13,5596,0,0,0,0,0,0,0,0,14,28,2,0,0,False,False,True,False,1025,2018,4939,True,True,True,True,True,True,True,1,2976,0,3,0,0,False
523,"dated velveteen coif",0,"dated velveteen coifs",0,0,1,0,0,"","Dated Velveteen Coif",40216,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"4, 165, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1113,2230,5579,True,True,True,True,True,True,True,1,3080,0,3,0,0,False
524,"dated velveteen coif (black)",0,"dated velveteen coifs (black)",0,0,1,0,0,"","Dated Velveteen Coif (Black)",40217,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"4, 166, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1113,2230,5579,True,True,True,True,True,True,True,1,3079,0,3,0,0,False
525,"dated velveteen coif (red)",0,"dated velveteen coifs (red)",0,0,1,0,0,"","Dated Velveteen Coif (Red)",40218,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"4, 167, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1113,2230,5579,True,True,True,True,True,True,True,1,3078,0,3,0,0,False
526,"dated velveteen coif (yellow)",0,"dated velveteen coifs (yellow)",0,0,1,0,0,"","Dated Velveteen Coif (Yellow)",40219,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"4, 168, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1113,2230,5579,True,True,True,True,True,True,True,1,3077,0,3,0,0,False
527,"dated velveteen coif (green)",0,"dated velveteen coifs (green)",0,0,1,0,0,"","Dated Velveteen Coif (Green)",40220,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"4, 169, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1113,2230,5579,True,True,True,True,True,True,True,1,3076,0,3,0,0,False
528,"pair of dated silver spectacles",0,"pairs of dated silver spectacles",0,0,1,0,0,"","Dated Silver Spectacles",40906,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"20, 8, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1268,2539,6354,True,True,True,True,True,True,True,1,3075,0,3,0,0,False
529,"pair of dated silver spectacles (yellow)",0,"pairs of dated silver spectacles (yellow)",0,0,1,0,0,"","Dated Silver Spectacles (Yellow)",40907,31,31,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"20, 9, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,7,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,14,29,2,0,0,False,False,True,False,1268,2539,6354,True,True,True,True,True,True,True,1,3074,0,3,0,0,False
530,"dated silver circlet (garnet)",0,"dated silver circlets (garnet)",0,0,1,0,0,"","Dated Silver Circlet (Garnet)",40713,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 109, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3179,0,3,0,0,False
531,"dated silver circlet (aquamarine)",0,"dated silver circlets (aquamarine)",0,0,1,0,0,"","Dated Silver Circlet (Aquamarine)",40714,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 110, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3174,0,3,0,0,False
532,"dated silver circlet (heliodor)",0,"dated silver circlets (heliodor)",0,0,1,0,0,"","Dated Silver Circlet (Heliodor)",40715,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 111, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3176,0,3,0,0,False
533,"dated silver circlet (peridot)",0,"dated silver circlets (peridot)",0,0,1,0,0,"","Dated Silver Circlet (Peridot)",40716,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 112, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3177,0,3,0,0,False
534,"dated silver circlet (amethyst)",0,"dated silver circlets (amethyst)",0,0,1,0,0,"","Dated Silver Circlet (Amethyst)",40717,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 113, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3175,0,3,0,0,False
535,"dated silver circlet (goshenite)",0,"dated silver circlets (goshenite)",0,0,1,0,0,"","Dated Silver Circlet (Goshenite)",40718,32,32,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"11, 114, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,11,5597,0,0,0,0,0,0,0,0,15,30,2,0,0,False,False,True,False,1598,3196,7995,True,True,True,True,True,True,True,1,3178,0,3,0,0,False
536,"dated iron barbut",0,"dated iron barbuts",0,0,1,0,0,"","Dated Iron Barbut",40010,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"8, 129, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,1852,3704,9264,True,True,True,True,True,True,True,1,3280,0,3,0,0,False
537,"dated velveteen scarf",0,"dated velveteen scarves",0,0,1,0,0,"","Dated Velveteen Scarf",40258,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"25, 50, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,926,1852,4632,True,True,True,True,True,True,True,1,3279,0,3,0,0,False
538,"dated velveteen scarf (black)",0,"dated velveteen scarves (black)",0,0,1,0,0,"","Dated Velveteen Scarf (Black)",40260,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"25, 52, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,926,1852,4632,True,True,True,True,True,True,True,1,3278,0,3,0,0,False
539,"dated velveteen scarf (red)",0,"dated velveteen scarves (red)",0,0,1,0,0,"","Dated Velveteen Scarf (Red)",40262,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"25, 54, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,926,1852,4632,True,True,True,True,True,True,True,1,3277,0,3,0,0,False
540,"dated velveteen scarf (yellow)",0,"dated velveteen scarves (yellow)",0,0,1,0,0,"","Dated Velveteen Scarf (Yellow)",40259,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"25, 51, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,926,1852,4632,True,True,True,True,True,True,True,1,3276,0,3,0,0,False
541,"dated velveteen scarf (green)",0,"dated velveteen scarves (green)",0,0,1,0,0,"","Dated Velveteen Scarf (Green)",40261,33,33,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"25, 53, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,8,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,31,2,0,0,False,False,True,False,926,1852,4632,True,True,True,True,True,True,True,1,3275,0,3,0,0,False
542,"dated velveteen beret",0,"dated velveteen berets",0,0,1,0,0,"","Dated Velveteen Beret",40432,34,34,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"5, 213, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,9,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,32,2,0,0,False,False,True,False,1295,2593,6486,True,True,True,True,True,True,True,1,3380,0,3,0,0,False
543,"dated velveteen beret (black)",0,"dated velveteen berets (black)",0,0,1,0,0,"","Dated Velveteen Beret (Black)",40433,34,34,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"5, 214, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,9,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,32,2,0,0,False,False,True,False,1295,2593,6486,True,True,True,True,True,True,True,1,3379,0,3,0,0,False
544,"dated velveteen beret (red)",0,"dated velveteen berets (red)",0,0,1,0,0,"","Dated Velveteen Beret (Red)",40434,34,34,0,1,4,0,34,0,1,True,True,False,False,1,0,False,3,"5, 215, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,24,9,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,16,32,2,0,0,False,False,True,False,1295,2593,6486,True,True,True,True,True,True,True,1,3378,0,3,0,0,False
